OTU_ID	Rank_1	Rank_2	Rank_3	Rank_4	Rank_5	Rank_6	Rank_7	Rank_8	Isolate	Isolate_percent_id	Isolate_query_cover	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_6451	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_12201	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Cytophagaceae_1	Rhodocytophaga_1				0	0	Bacteria_Bacteroidota	99.200	100
OTU_4536	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1						0	0		0	0
OTU_14104	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	Mitochondria_1					0	0	Mitochondria	97.610	100
OTU_5731	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0	Bacteria_Actinobacteriota	98.000	100
OTU_264	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0	0	Bacteria_Chloroflexi	98.400	100
OTU_4180	Bacteria_1									0	0	Bacteria_MBNT15	98.400	100
OTU_26561	Bacteria_1	Armatimonadota_1	Fimbriimonadia_1	Fimbriimonadales_1	Fimbriimonadaceae_1					0	0	Bacteria_Armatimonadota	98.381	99
OTU_876	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0		0	0
OTU_13429	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Holosporales_1	Holosporaceae_1	Uncultured_164				0	0	Bacteria_Proteobacteria	97.211	100
OTU_5528	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptosporangiales_1						0	0		0	0
OTU_4090	Bacteria_1	Firmicutes_1	Bacilli_1	Paenibacillales_1	Paenibacillaceae_1	Paenibacillus_1				0	0	Bacteria_Firmicutes	97.600	100
OTU_2650	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0	0	Bacteria_Bdellovibrionota	100.000	100
OTU_13207	Bacteria_1	Latescibacterota_1								0	0		0	0
OTU_9739	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	SM2D12_1					0	0	Bacteria_Proteobacteria	98.000	100
OTU_11692	Bacteria_1									0	0		0	0
OTU_22238	Bacteria_1	Armatimonadota_1	Armatimonadia_1	Armatimonadales_1	Uncultured_armatimonadetes_bacterium_1					0	0		0	0
OTU_7355	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Babeliaceae_1	Uncultured_bacterium_1933				0	0		0	0
OTU_2480	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Paludisphaera_1				0	0	Bacteria_Planctomycetota	99.600	100
OTU_15824	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101						0	0	Bacteria_Proteobacteria	99.600	100
OTU_5023	Bacteria_1									0	0	Bacteria_RCP2-54	98.000	100
OTU_4891	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Xanthomonadales_1	Xanthomonadaceae_1	Lysobacter_1				0	0	Bacteria_Proteobacteria	98.800	100
OTU_5693	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1						0	0		0	0
OTU_4187	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0	0		0	0
OTU_1579	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_9899	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1						0	0		0	0
OTU_3303	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	UBA12409_1					0	0		0	0
OTU_10444	Bacteria_1	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Oceanobacillus_1				0	0	Bacteria_Firmicutes	98.800	100
OTU_3534	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101						0	0	Bacteria_Proteobacteria	98.400	100
OTU_8131	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Caulobacteraceae_1	Phenylobacterium_1				0	0	Bacteria_Proteobacteria	97.600	100
OTU_1793	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Uncultured_11					0	0	Bacteria_Planctomycetota	97.600	100
OTU_3211	Bacteria_1	Armatimonadota_1	Chthonomonadetes_1	Chthonomonadales_1						0	0	Bacteria_Armatimonadota	99.200	100
OTU_2799	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	A0839_1					0	0	Bacteria_Proteobacteria	100.000	100
OTU_2871	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Solibacterales_1	Solibacteraceae_1	Candidatus_solibacter_1				0	0	Bacteria_Acidobacteriota	100.000	100
OTU_4401	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Niastella_1				0	0	Bacteria_Bacteroidota	97.200	100
OTU_12027	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1	1921-3_1				0	0		0	0
OTU_24648	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1	Uncultured_237				0	0	Bacteria_Acidobacteriota	100.000	97
OTU_6484	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	98.000	100
OTU_20085	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48	Uncultured_bacterium_38				0	0	Bacteria_Actinobacteriota	98.000	100
OTU_24440	Bacteria_1	Acidobacteriota_1	Subgroup_5_1							0	0	Bacteria_Acidobacteriota	99.602	100
OTU_11885	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1	Adurb.bin063-1_1				0	0	Bacteria_Verrucomicrobiota	99.200	100
OTU_11588	Bacteria_1									0	0		0	0
OTU_586	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Beijerinckiaceae_1	Methylobacterium-methylorubrum_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_8220	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1				0	0		0	0
OTU_1649	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0	0		0	0
OTU_4647	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Uba12409_1					0	0	Bacteria_Dependentiae	97.600	100
OTU_16137	Bacteria_1									0	0		0	0
OTU_20479	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Legionellales_1	Legionellaceae_1	Legionella_1				0	0		0	0
OTU_22670	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0	Bacteria_Actinobacteriota	99.200	100
OTU_10954	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1	Ktedonobacter_1				0	0	Bacteria_Chloroflexi	98.800	100
OTU_17142	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	99.200	100
OTU_2918	Bacteria_1									0	0		0	0
OTU_10053	Bacteria_1	Cyanobacteria_1	Cyanobacteriia_1	Chloroplast_1						0	0	Chloroplast	100.000	100
OTU_565	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Thermomicrobiales_1	Jg30-kf-cm45_1					0	0	Bacteria_Chloroflexi	99.200	100
OTU_9552	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	11-24_1						0	0		0	0
OTU_4002	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptosporangiales_1	Thermomonosporaceae_1	Actinocorallia_1				0	0	Bacteria_Actinobacteriota	99.200	100
OTU_1683	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Micavibrionales_1						0	0		0	0
OTU_8653	Bacteria_1									0	0		0	0
OTU_5487	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Ns9_marine_group_1					0	0	Bacteria_Bacteroidota	99.600	100
OTU_22338	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	Solirubrobacteraceae_1	Conexibacter_1				0	0	Bacteria_Actinobacteriota	98.800	100
OTU_11667	Bacteria_1	Chloroflexi_1	Jg30-kf-cm66_1							0	0		0	0
OTU_5155	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0	Bacteria_Planctomycetota	100.000	100
OTU_4287	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_5752	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Chthoniobacterales_1	Chthoniobacteraceae_1	Chthoniobacter_1				0	0	Bacteria_Verrucomicrobiota	97.610	100
OTU_858	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pirellula_1				0	0	Bacteria_Planctomycetota	100.000	100
OTU_13128	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Uncultured_212					0	0	Bacteria_Actinobacteriota	98.800	100
OTU_18726	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Birii41_1					0	0		0	0
OTU_12805	Bacteria_1	SAR324_clade(Marine_group_B)_1								0	0	Bacteria_SAR324	97.600	100
OTU_11643	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Elsterales_1	Uncultured_143					0	0		0	0
OTU_2312	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0	0	Bacteria_Planctomycetota	98.800	100
OTU_2866	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1						0	0		0	0
OTU_10387	Bacteria_1	Latescibacterota_1								0	0	Bacteria_Latescibacterota	97.200	100
OTU_14147	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0	Bacteria_Planctomycetota	99.600	100
OTU_4067	Bacteria_1	Actinobacteriota_1	Actinobacteria_1							0	0		0	0
OTU_10782	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	uncultured_104				0	0		0	0
OTU_453	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Ardenticatenales_1	Ardenticatenaceae_1	Uncultured_180				0	0		0	0
OTU_11839	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Pseudonocardiales_1	Pseudonocardiaceae_1	Pseudonocardia_1				0	0	Bacteria_Actinobacteriota	98.800	100
OTU_13225	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1					0	0	Bacteria_Bacteroidota	99.200	100
OTU_10598	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0	0	Bacteria_Bdellovibrionota	97.200	100
OTU_257	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Polyangiaceae_1	Sorangium_1				0	0	Bacteria_Myxococcota	100.000	100
OTU_1909	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0	0		0	0
OTU_15255	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0		0	0
OTU_9438	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Blastocatellales_1	Blastocatellaceae_1					0	0	Bacteria_Acidobacteriota	97.600	100
OTU_10551	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Beijerinckiaceae_1					0	0	Bacteria_Proteobacteria	98.800	100
OTU_13334	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0	Bacteria_Proteobacteria	97.600	100
OTU_22992	Bacteria_1	Entotheonellaeota_1	Entotheonellia_1	Entotheonellales_1	Entotheonellaceae_1					0	0	Bacteria_Entotheonellaeota	98.000	100
OTU_20408	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1						0	0	Bacteria_Proteobacteria	98.000	100
OTU_2808	Bacteria_1	Chloroflexi_1	Tk10_1							0	0	Bacteria_Chloroflexi	98.800	100
OTU_4732	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1							0	0		0	0
OTU_2695	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Iamiaceae_1	Iamia_1				0	0	Bacteria_Actinobacteriota	98.000	100
OTU_7876	Bacteria_1	Firmicutes_1								0	0		0	0
OTU_4057	Bacteria_1									0	0		0	0
OTU_3934	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Sandaracinaceae_1	Uncultured_77				0	0	Bacteria_Myxococcota	98.400	100
OTU_16966	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0	0		0	0
OTU_4960	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1					0	0	Bacteria_Planctomycetota	98.400	100
OTU_4840	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pirellula_1				0	0	Bacteria_Planctomycetota	99.600	100
OTU_3214	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1	uncultured_bacterium_1178						0	0		0	0
OTU_12773	Bacteria_1	Firmicutes_1	Bacilli_1	Entomoplasmatales_1	Type_iii_1					0	0		0	0
OTU_20107	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1					0	0		0	0
OTU_1093	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0	0	Bacteria_Chloroflexi	97.600	100
OTU_6340	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1	Candidatus_Protochlamydia_1				0	0		0	0
OTU_14569	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Ga0077536_1						0	0	Bacteria_Proteobacteria	99.600	100
OTU_10029	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Gimesiaceae_1	Uncultured_244				0	0	Bacteria_Planctomycetota	98.800	100
OTU_3175	Bacteria_1	Planctomycetota_1	Om190_1							0	0	Bacteria_Planctomycetota	99.200	100
OTU_4432	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0	Bacteria_Planctomycetota	98.400	100
OTU_7657	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Ns9_marine_group_1					0	0	Bacteria_Bacteroidota	99.600	100
OTU_1043	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Om27_clade_1				0	0		0	0
OTU_4552	Bacteria_1	Desulfobacterota_1	Uncultured_47							0	0	Bacteria_Desulfobacterota	99.600	100
OTU_2959	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	97.200	100
OTU_6539	Bacteria_1	Firmicutes_1	Clostridia_1	Lachnospirales_1	Lachnospiraceae_1	Roseburia_1				0	0	Bacteria_Firmicutes	100.000	100
OTU_400	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0	0	Bacteria_Verrucomicrobiota	97.600	100
OTU_863	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1	Neochlamydia_1				0	0		0	0
OTU_11087	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	37-13_1					0	0	Bacteria_Bacteroidota	98.000	100
OTU_7005	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Fimbriiglobus_1				0	0	Bacteria_Planctomycetota	99.600	100
OTU_11155	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Phaselicystidaceae_1	Phaselicystis_1				0	0	Bacteria_Myxococcota	97.200	100
OTU_9227	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Akyg587_1				0	0	Bacteria_Planctomycetota	99.200	100
OTU_3524	Bacteria_1									0	0		0	0
OTU_8214	Bacteria_1	Acidobacteriota_1	Subgroup_22_1							0	0	Bacteria_Acidobacteriota	100.000	100
OTU_16184	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_3597	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Uncultured_327	Uncultured_bacterium_2887					0	0	Bacteria_Actinobacteriota	97.200	100
OTU_11203	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Fimbriiglobus_1				0	0	Bacteria_Planctomycetota	99.200	100
OTU_9251	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Acidobacteriales_1	Acidobacteriaceae_(Subgroup_1)_1	uncultured_92				0	0	Bacteria_Acidobacteriota	100.000	100
OTU_5158	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0	0	Bacteria_Verrucomicrobiota	98.800	100
OTU_8895	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Thermomicrobiales_1	Jg30-kf-cm45_1	uncultured_bacterium_1886				0	0		0	0
OTU_4820	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0		0	0
OTU_2756	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Gemmata_1				0	0	Bacteria_Planctomycetota	98.400	100
OTU_2999	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Bryobacterales_1	Bryobacteraceae_1	Bryobacter_1				0	0	Bacteria_Acidobacteriota	100.000	100
OTU_19127	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Kf-jg30-b3_1	Uncultured_bacterium_358				0	0	Bacteria_Proteobacteria	97.600	100
OTU_12574	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Uba12409_1					0	0		0	0
OTU_10793	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1	Ellin517_1				0	0	Bacteria_Verrucomicrobiota	98.800	100
OTU_2091	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1	Erythrobacter_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_23836	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Caulobacteraceae_1					0	0		0	0
OTU_14865	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1						0	0	Bacteria_Proteobacteria	98.000	100
OTU_10997	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	Sm2d12_1					0	0		0	0
OTU_5462	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1	Roseomonas_1				0	0	Bacteria_Proteobacteria	97.600	100
OTU_5123	Bacteria_1									0	0		0	0
OTU_8949	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	Kd3-10_1				0	0	Bacteria_Myxococcota	99.200	100
OTU_9557	Bacteria_1	Firmicutes_1	Bacilli_1	Paenibacillales_1	Paenibacillaceae_1	Paenibacillus_1				0	0	Bacteria_Firmicutes	99.200	100
OTU_2727	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Ilumatobacteraceae_1	Uncultured_131				0	0	Bacteria_Actinobacteriota	100.000	100
OTU_13826	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Simkaniaceae_1	Candidatus_rhabdochlamydia_1				0	0	Bacteria_Verrucomicrobiota	99.200	100
OTU_4955	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1					0	0		0	0
OTU_327	Bacteria_1	Bacteroidota_1	Kapabacteria_1	Kapabacteriales_1						0	0	Bacteria_Bacteroidota	100.000	100
OTU_16346	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1	Sphingomonas_1				0	0		0	0
OTU_12724	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Tra3-20_1					0	0	Bacteria_Proteobacteria	98.776	98
OTU_10755	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Cytophagaceae_1	Sporocytophaga_1				0	0	Bacteria_Bacteroidota	98.400	100
OTU_580	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0	Bacteria_Planctomycetota	98.400	100
OTU_2773	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	Myxococcus_1				0	0	Bacteria_Myxococcota	100.000	100
OTU_21642	Bacteria_1	Firmicutes_1	Negativicutes_1	Veillonellales-selenomonadales_1	Sporomusaceae_1	Sporomusa_1				0	0	Bacteria_Firmicutes	100.000	100
OTU_20774	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Sandaracinaceae_1	Uncultured_77				0	0		0	0
OTU_767	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Rhizobiaceae_1					0	0		0	0
OTU_3776	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101						0	0	Bacteria_Proteobacteria	99.200	100
OTU_19010	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Spirosomaceae_1	Dyadobacter_1				0	0	Bacteria_Bacteroidota	98.400	100
OTU_13264	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Rhizobiaceae_1					0	0	Bacteria_Proteobacteria	97.200	100
OTU_8590	Bacteria_1	Armatimonadota_1	uncultured_53							0	0	Bacteria_Armatimonadota	97.600	100
OTU_13056	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Gammaproteobacteria_incertae_sedis_1	Unknown_family_1					0	0		0	0
OTU_8578	Bacteria_1	Firmicutes_1	Clostridia_1	Hungateiclostridiaceae_1	Uncultured_24					0	0	Bacteria_Firmicutes	98.800	100
OTU_6786	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0	0		0	0
OTU_8641	Bacteria_1	Patescibacteria_1	Parcubacteria_1							0	0	Bacteria_Patescibacteria	97.200	100
OTU_7430	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1							0	0		0	0
OTU_14177	Bacteria_1	Mbnt15_1	Uncultured_bacterium_740							0	0	Bacteria_MBNT15	99.200	100
OTU_2128	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Roseiflexaceae_1	Uncultured_156				0	0		0	0
OTU_6577	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0		0	0
OTU_9622	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0	Bacteria_Proteobacteria	98.400	100
OTU_14772	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	Oligoflexales_1	Oligoflexus_1					0	0		0	0
OTU_5589	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Gemmata_1				0	0	Bacteria_Planctomycetota	100.000	100
OTU_1376	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	D05-2_1					0	0	Bacteria_Proteobacteria	100.000	100
OTU_8498	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Rhodocyclaceae_1					0	0	Bacteria_Proteobacteria	99.600	100
OTU_7991	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	C0119_1						0	0		0	0
OTU_3704	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Vulgatibacteraceae_1	Vulgatibacter_1				0	0	Bacteria_Myxococcota	99.200	100
OTU_25229	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Acidobacteriales_1	Uncultured_7	Uncultured_bacterium_566				0	0		0	0
OTU_9821	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	Mitochondria_1					0	0	Chloroplast	97.610	100
OTU_7235	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0	0	Bacteria_Chloroflexi	99.602	100
OTU_14563	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1					0	0		0	0
OTU_15386	Bacteria_1	Myxococcota_1	Polyangia_1	Haliangiales_1	Haliangiaceae_1	Haliangium_1				0	0	Bacteria_Myxococcota	99.200	100
OTU_19069	Bacteria_1									0	0		0	0
OTU_7427	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1							0	0		0	0
OTU_6499	Bacteria_1	Firmicutes_1								0	0		0	0
OTU_20040	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0	0	Bacteria_Verrucomicrobiota	99.600	100
OTU_1458	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Zavarziniales_1	Uncultured_279					0	0	Bacteria_Proteobacteria	99.600	100
OTU_13519	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0	Bacteria_Bdellovibrionota	97.200	100
OTU_5266	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Opitutales_1	Opitutaceae_1	Uncultured_291				0	0	Bacteria_Verrucomicrobiota	98.805	100
OTU_9092	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0	0		0	0
OTU_23571	Bacteria_1	Myxococcota_1	Polyangia_1	Haliangiales_1	Haliangiaceae_1	Haliangium_1				0	0		0	0
OTU_9024	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48	Uncultured_bacterium_38				0	0	Bacteria_Actinobacteriota	98.000	100
OTU_26953	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0	0		0	0
OTU_2317	Bacteria_1	Armatimonadota_1	Uncultured_53							0	0		0	0
OTU_10173	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Nitrosomonadaceae_1	Mnd1_1				0	0	Bacteria_Proteobacteria	98.000	100
OTU_20870	Bacteria_1									0	0		0	0
OTU_26065	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Micromonosporales_1	Micromonosporaceae_1					0	0	Bacteria_Actinobacteriota	97.200	100
