OTU_ID	Rank_1	Rank_2	Rank_3	Rank_4	Rank_5	Rank_6	Rank_7	Rank_8	Isolate	Isolate_percent_id	Isolate_query_cover	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_26671	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0	0	Bacteria_Planctomycetota	98.400	100
OTU_7669	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0	Bacteria_Planctomycetota	98.800	100
OTU_2119	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0	0	Bacteria_Planctomycetota	99.200	100
OTU_22036	Bacteria_1	Actinobacteriota_1	Actinobacteria_1							0	0	Bacteria_Actinobacteriota	97.200	100
OTU_5258	Bacteria_1	Firmicutes_1	Bacilli_1							0	0		0	0
OTU_22690	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101						0	0	Bacteria_Proteobacteria	98.400	100
OTU_27333	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1							0	0	Bacteria_Actinobacteriota	99.180	98
OTU_3072	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Saprospiraceae_1	Uncultured_38				0	0	Bacteria_Bacteroidota	100.000	100
OTU_26043	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Flavisolibacter_1				0	0	Bacteria_Bacteroidota	98.800	100
OTU_3204	Bacteria_1	Cyanobacteria_1	Vampirivibrionia_1	Obscuribacterales_1	Obscuribacteraceae_1					0	0	Bacteria_Cyanobacteria	97.211	100
OTU_11156	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1					0	0		0	0
OTU_5083	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0		0	0
OTU_5867	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Uncultured_212					0	0	Bacteria_Actinobacteriota	97.200	100
OTU_5974	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0	Bacteria_Actinobacteriota	100.000	100
OTU_2740	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Uncultured_76				0	0	Bacteria_Gemmatimonadota	99.600	100
OTU_5126	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0	Bacteria_Actinobacteriota	98.400	100
OTU_16665	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Chthoniobacterales_1	Chthoniobacteraceae_1					0	0		0	0
OTU_7247	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Euzebyales_1	Euzebyaceae_1	Euzebya_1				0	0	Bacteria_Actinobacteriota	98.400	100
OTU_13485	Bacteria_1	Cyanobacteria_1	Vampirivibrionia_1	Vampirovibrionales_1	Vampirovibrionaceae_1	Vampirovibrio_1				0	0	Bacteria_Cyanobacteria	97.600	100
OTU_3124	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Nitrosomonadaceae_1	Mnd1_1				0	0	Bacteria_Proteobacteria	98.800	100
OTU_12234	Bacteria_1	Latescibacterota_1								0	0	Bacteria_Latescibacterota	99.600	100
OTU_15263	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Taibaiella_1				0	0	Bacteria_Bacteroidota	99.600	100
OTU_8003	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Polyangiaceae_1					0	0	Bacteria_Myxococcota	97.600	100
OTU_2310	Bacteria_1									0	0		0	0
OTU_4948	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1						0	0	Bacteria_Actinobacteriota	100.000	100
OTU_5053	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0		0	0
OTU_4938	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Nitrosomonadaceae_1	Dssd61_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_9686	Bacteria_1	Latescibacterota_1								0	0		0	0
OTU_11701	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Microscillaceae_1	Flexibacter_1				0	0	Bacteria_Bacteroidota	100.000	100
OTU_20230	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Caldilineales_1	Caldilineaceae_1	Uncultured_185				0	0	Bacteria_Chloroflexi	97.600	100
OTU_9749	Bacteria_1									0	0		0	0
OTU_4345	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1					0	0		0	0
OTU_7447	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Simkaniaceae_1					0	0		0	0
OTU_3876	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0		0	0
OTU_3192	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0	0	Bacteria_Chloroflexi	99.200	100
OTU_25886	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1	Uncultured_bacterium_669					0	0	Bacteria_Actinobacteriota	98.400	100
OTU_13453	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Microtrichaceae_1	Uncultured_190				0	0		0	0
OTU_8845	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0	Bacteria_Planctomycetota	100.000	100
OTU_23902	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	Kd3-10_1				0	0		0	0
OTU_18935	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0	0		0	0
OTU_8112	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0	Bacteria_Proteobacteria	97.200	100
OTU_15917	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1							0	0		0	0
OTU_12444	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_4487	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Simkaniaceae_1	Ga0074140_1				0	0	Bacteria_Verrucomicrobiota	97.600	100
OTU_7543	Bacteria_1	Firmicutes_1	Clostridia_1	Lachnospirales_1	Lachnospiraceae_1	Coprococcus_1				0	0	Bacteria_Firmicutes	100.000	100
OTU_2724	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Cellvibrionales_1	Spongiibacteraceae_1	Bd1-7_clade_1				0	0	Bacteria_Proteobacteria	98.800	100
OTU_16245	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0	Bacteria_Bdellovibrionota	97.600	100
OTU_6908	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1					0	0		0	0
OTU_5679	Bacteria_1	Firmicutes_1	Bacilli_1	Thermoactinomycetales_1	Thermoactinomycetaceae_1	Geothermomicrobium_1				0	0		0	0
OTU_359	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1					0	0	Bacteria_Acidobacteriota	100.000	100
OTU_10882	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_12852	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Micavibrionales_1	Uncultured_121					0	0	Bacteria_Proteobacteria	97.600	100
OTU_1057	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Labraceae_1	Labrys_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_696	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Env.ops_17_1					0	0	Bacteria_Bacteroidota	97.619	100
OTU_17150	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0	Bacteria_Planctomycetota	98.000	100
OTU_8058	Bacteria_1	Acidobacteriota_1	Subgroup_22_1							0	0	Bacteria_Acidobacteriota	99.200	100
OTU_4531	Bacteria_1									0	0		0	0
OTU_1778	Bacteria_1	Bacteroidota_1	Kapabacteria_1	Kapabacteriales_1						0	0	Bacteria_Bacteroidota	97.590	99
OTU_4034	Bacteria_1	Armatimonadota_1	Fimbriimonadia_1	Fimbriimonadales_1	Fimbriimonadaceae_1					0	0	Bacteria_Armatimonadota	98.400	100
OTU_19268	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Verrucomicrobiales_1	Verrucomicrobiaceae_1	Uncultured_141				0	0	Bacteria_Verrucomicrobiota	99.156	95
OTU_14435	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pirellula_1				0	0	Bacteria_Planctomycetota	99.200	100
OTU_4315	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	Sm2d12_1					0	0	Bacteria_Proteobacteria	98.008	100
OTU_21900	Bacteria_1	Actinobacteriota_1	Actinobacteria_1							0	0	Bacteria_Actinobacteriota	98.000	100
OTU_14194	Bacteria_1	Chloroflexi_1	Jg30-kf-cm66_1							0	0		0	0
OTU_14007	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0	0	Bacteria_Bdellovibrionota	98.795	99
OTU_3849	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0	Bacteria_Planctomycetota	100.000	100
OTU_20741	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Blastocatellales_1	Blastocatellaceae_1	Uncultured_96				0	0	Bacteria_Acidobacteriota	99.600	100
OTU_20198	Bacteria_1	Cyanobacteria_1	Sericytochromatia_1							0	0		0	0
OTU_7028	Bacteria_1	Planctomycetota_1	Om190_1							0	0	Bacteria_Planctomycetota	97.600	100
OTU_4396	Bacteria_1	Patescibacteria_1	Aby1_1	Candidatus_falkowbacteria_1						0	0		0	0
OTU_3774	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Sandaracinaceae_1	Sandaracinus_1				0	0	Bacteria_Myxococcota	97.590	99
OTU_17180	Bacteria_1	Firmicutes_1	Clostridia_1	Oscillospirales_1						0	0	Bacteria_Firmicutes	98.800	100
OTU_4498	Bacteria_1	Firmicutes_1	Bacilli_1	Brevibacillales_1	Brevibacillaceae_1	Brevibacillus_1				0	0	Bacteria_Firmicutes	100.000	100
OTU_9976	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	Solirubrobacteraceae_1	Conexibacter_1				0	0	Bacteria_Actinobacteriota	97.200	100
OTU_7101	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0	0	Bacteria_Planctomycetota	98.800	100
OTU_7103	Bacteria_1									0	0		0	0
OTU_12272	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0		0	0
OTU_12334	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0	0	Bacteria_Planctomycetota	97.600	100
OTU_19895	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Fimbriiglobus_1				0	0	Bacteria_Planctomycetota	99.200	100
OTU_6596	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Pyrinomonadales_1	Pyrinomonadaceae_1	Rb41_1				0	0	Bacteria_Acidobacteriota	99.184	98
OTU_3553	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Chthoniobacterales_1	Terrimicrobiaceae_1	Fukun18_freshwater_group_1				0	0	Bacteria_Verrucomicrobiota	99.600	100
OTU_4408	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Cve6_1					0	0		0	0
OTU_2385	Bacteria_1									0	0		0	0
OTU_5424	Bacteria_1									0	0		0	0
OTU_6110	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0	0		0	0
OTU_19625	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	100.000	98
OTU_1804	Bacteria_1									0	0		0	0
OTU_5630	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_6930	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0	0	Bacteria_Planctomycetota	100.000	100
OTU_22627	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1					0	0		0	0
OTU_14727	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Coxiellales_1	Coxiellaceae_1	Coxiella_1				0	0		0	0
OTU_1117	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1						0	0		0	0
OTU_13373	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0	0		0	0
OTU_13459	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	97.600	100
OTU_22407	Bacteria_1									0	0	Bacteria_Desulfobacterota	99.600	100
OTU_10593	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Saprospiraceae_1	Uncultured_38				0	0	Bacteria_Bacteroidota	98.400	100
OTU_2905	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Edaphobaculum_1				0	0	Bacteria_Bacteroidota	100.000	100
OTU_10950	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	Kd3-10_1				0	0		0	0
OTU_7368	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0	0	Bacteria_Dependentiae	97.200	100
OTU_3737	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1						0	0		0	0
OTU_9918	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0		0	0
OTU_3773	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Gammaproteobacteria_incertae_sedis_1	Unknown_family_1					0	0	Bacteria_Proteobacteria	97.600	100
OTU_13594	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0	0	Bacteria_Dependentiae	98.400	100
OTU_4684	Bacteria_1	Firmicutes_1	Limnochordia_1	Hydrogenispora_1						0	0	Bacteria_Firmicutes	100.000	100
OTU_12161	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_12708	Bacteria_1	Elusimicrobiota_1	Lineage_iib_1							0	0	Bacteria_Elusimicrobiota	98.400	100
OTU_19388	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Chthoniobacterales_1	Terrimicrobiaceae_1	Terrimicrobium_1				0	0	Bacteria_Verrucomicrobiota	98.367	98
OTU_2640	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	Silvanigrellales_1	Silvanigrellaceae_1	Uncultured_230				0	0	Bacteria_Bdellovibrionota	100.000	100
OTU_12367	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0	0		0	0
OTU_13050	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0	0		0	0
OTU_12639	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Micromonosporales_1	Micromonosporaceae_1					0	0	Bacteria_Actinobacteriota	99.200	100
OTU_8958	Bacteria_1	Chloroflexi_1	Dehalococcoidia_1	S085_1						0	0	Bacteria_Chloroflexi	99.200	100
OTU_17940	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0	0		0	0
OTU_16350	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1				0	0	Bacteria_Proteobacteria	98.000	100
OTU_8200	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	11-24_1						0	0	Bacteria_Acidobacteriota	97.600	100
OTU_13480	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Birii41_1	Uncultured_bacterium_1287				0	0	Bacteria_Myxococcota	98.800	100
OTU_4658	Bacteria_1	Patescibacteria_1	Berkelbacteria_1	Uncultured_bacterium_285						0	0		0	0
OTU_14262	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0	0	Bacteria_Dependentiae	98.400	100
OTU_10804	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Gammaproteobacteria_incertae_sedis_1	Unknown_family_1	Candidatus_berkiella_1				0	0	Bacteria_Proteobacteria	99.600	100
OTU_4858	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Paracaedibacterales_1	Paracaedibacteraceae_1	Candidatus_paracaedibacter_1				0	0		0	0
OTU_600	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Salinisphaerales_1	Solimonadaceae_1	Polycyclovorans_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_6569	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Weeksellaceae_1	Cloacibacterium_1				0	0	Bacteria_Bacteroidota	100.000	100
OTU_25261	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	11-24_1						0	0	Bacteria_Acidobacteriota	98.000	100
OTU_5784	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1					0	0	Bacteria_Actinobacteriota	97.600	100
OTU_5146	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1						0	0	Bacteria_Dependentiae	98.800	100
OTU_5558	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1					0	0	Bacteria_Chloroflexi	98.400	100
OTU_20375	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1				0	0		0	0
OTU_10937	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Kineosporiales_1	Kineosporiaceae_1	Angustibacter_1				0	0	Bacteria_Actinobacteriota	100.000	100
OTU_15314	Bacteria_1	Firmicutes_1	Clostridia_1	Clostridiales_1	Caloramatoraceae_1	Fervidicella_1				0	0	Bacteria_Firmicutes	99.600	100
OTU_24965	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1	Uncultured_219				0	0		0	0
OTU_4979	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0		0	0
OTU_11089	Bacteria_1									0	0		0	0
OTU_4653	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Sphingobacteriaceae_1					0	0		0	0
OTU_9064	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1	Craurococcus-caldovatus_1				0	0	Bacteria_Proteobacteria	98.800	100
OTU_13569	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Gemmatimonas_1				0	0		0	0
OTU_13894	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Uncultured_76				0	0	Bacteria_Gemmatimonadota	98.008	100
OTU_19419	Bacteria_1	Firmicutes_1	Bacilli_1	Paenibacillales_1	Paenibacillaceae_1	Paenibacillus_1				0	0	Bacteria_Firmicutes	97.200	100
OTU_10328	Bacteria_1	Firmicutes_1	Limnochordia_1	Hydrogenispora_1						0	0		0	0
OTU_6253	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Gemmatimonas_1				0	0	Bacteria_Gemmatimonadota	100.000	100
OTU_6302	Bacteria_1	Patescibacteria_1	Parcubacteria_1							0	0	Bacteria_Patescibacteria	97.600	100
OTU_688	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	D05-2_1	Uncultured_bacterium_1928				0	0		0	0
OTU_16581	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1	Luteitalea_1				0	0	Bacteria_Myxococcota	98.400	100
OTU_24895	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1	uncultured_bacterium_461					0	0		0	0
OTU_10114	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1						0	0		0	0
OTU_5578	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1				0	0	Bacteria_Proteobacteria	99.600	100
OTU_23087	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1					0	0	Bacteria_Acidobacteriota	100.000	100
OTU_16921	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Roseisolibacter_1				0	0	Bacteria_Gemmatimonadota	98.400	100
OTU_25458	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0	0		0	0
OTU_8693	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6G20_1						0	0	Bacteria_Bdellovibrionota	99.200	100
OTU_11424	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_yanofskybacteria_1						0	0		0	0
OTU_11678	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1							0	0		0	0
OTU_5644	Bacteria_1	SAR324_clade(Marine_group_B)_1								0	0	Bacteria_SAR324	99.200	100
OTU_17008	Bacteria_1									0	0		0	0
OTU_17780	Bacteria_1	Firmicutes_1	Clostridia_1	Peptostreptococcales-tissierellales_1	Anaerovoracaceae_1	Anaerovorax_1				0	0	Bacteria_Firmicutes	99.600	100
OTU_19448	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1							0	0		0	0
OTU_17124	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	P3OB-42_1				0	0		0	0
OTU_5549	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Xanthomonadales_1	Xanthomonadaceae_1	Arenimonas_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_3250	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Akyg587_1				0	0	Bacteria_Planctomycetota	100.000	100
OTU_18774	Bacteria_1	Elusimicrobiota_1	Lineage_iic_1							0	0		0	0
OTU_12510	Bacteria_1									0	0		0	0
OTU_21468	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1	metagenome_162				0	0	Bacteria_Verrucomicrobiota	98.400	100
OTU_6916	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0	0	Bacteria_Bdellovibrionota	98.800	100
OTU_10573	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0	0	Bacteria_Planctomycetota	97.200	100
OTU_8571	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Legionellales_1	Legionellaceae_1	Legionella_1				0	0	Bacteria_Proteobacteria	98.000	100
OTU_22846	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0	0	Bacteria_Actinobacteriota	98.400	100
OTU_1582	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Hyphomonadaceae_1	Uncultured_169				0	0	Bacteria_Proteobacteria	98.800	100
OTU_6914	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1						0	0		0	0
OTU_6568	Bacteria_1	Cyanobacteria_1	Cyanobacteriia_1	Chloroplast_1						0	0	Chloroplast	98.000	100
OTU_16735	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1				0	0	Bacteria_Proteobacteria	97.600	100
OTU_4521	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1						0	0		0	0
OTU_11381	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0	0		0	0
OTU_10103	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Jg30-kf-as9_1					0	0		0	0
OTU_844	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0	0	Bacteria_Planctomycetota	100.000	100
OTU_12148	Bacteria_1	Sumerlaeota_1	Sumerlaeia_1	Sumerlaeales_1	Sumerlaeaceae_1	Sumerlaea_1				0	0	Bacteria_Sumerlaeota	99.600	100
OTU_25571	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1						0	0		0	0
OTU_3040	Bacteria_1	Myxococcota_1	Polyangia_1	Nannocystales_1	Nannocystaceae_1	Nannocystis_1				0	0	Bacteria_Myxococcota	98.000	100
OTU_27061	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0	0	Bacteria_Planctomycetota	97.200	100
OTU_4851	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0		0	0
OTU_11981	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1						0	0	Bacteria_Myxococcota	97.600	100
OTU_12685	Bacteria_1									0	0		0	0
OTU_17415	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Methylophilaceae_1	Methylobacillus_1				0	0	Bacteria_Proteobacteria	99.200	100
OTU_10157	Bacteria_1	Firmicutes_1	Bacilli_1	Bacillales_1	Sporolactobacillaceae_1					0	0	Bacteria_Firmicutes	98.800	100
OTU_16750	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0	0		0	0
OTU_839	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1						0	0		0	0
OTU_9924	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Hyphomonadaceae_1	Hirschia_1				0	0	Bacteria_Proteobacteria	100.000	100
OTU_2523	Bacteria_1									0	0	Bacteria_Myxococcota	97.200	100
OTU_2881	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Iamiaceae_1	Iamia_1				0	0	Bacteria_Actinobacteriota	98.000	100
