OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id	Isolate_query_cover	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_8551	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria			0	0		0	0
FOTU_2301									0	0		0	0
FOTU_3375	Fungi								0	0		0	0
FOTU_6041	Rhizaria	Cercozoa							0	0		0	0
FOTU_5130	Fungi	Ascomycota							0	0		0	0
FOTU_4974	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	90.863	99
FOTU_1369	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp 		0	0	Fungi	99.500	100
FOTU_2216	Fungi	Ascomycota							0	0		0	0
FOTU_8195									0	0		0	0
FOTU_2640	Fungi	Chytridiomycota							0	0		0	0
FOTU_3697	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_2571	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis		0	0	Fungi	98.515	100
FOTU_1322	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp 		0	0	Fungi	100.000	100
FOTU_3752	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_4712	Fungi								0	0		0	0
FOTU_2179	Fungi								0	0		0	0
FOTU_1228									0	0		0	0
FOTU_11091									0	0		0	0
FOTU_4100	Rhizaria	Cercozoa							0	0	Rhizaria	92.500	100
FOTU_8024									0	0		0	0
FOTU_1019	Fungi								0	0		0	0
FOTU_10186									0	0		0	0
FOTU_8788									0	0		0	0
FOTU_7718	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_5109									0	0		0	0
FOTU_5687	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora			0	0	Fungi	96.296	93
FOTU_2500									0	0		0	0
FOTU_8768	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0	Fungi	99.351	77
FOTU_5962	Fungi								0	0		0	0
FOTU_348									0	0		0	0
FOTU_2897									0	0		0	0
FOTU_3757	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_11940									0	0		0	0
FOTU_4181	Rhizaria	Cercozoa							0	0		0	0
FOTU_6537	Rhizaria	Cercozoa							0	0	Rhizaria	97.541	61
FOTU_4673	Alveolata	Ciliophora	Spirotrichea						0	0		0	0
FOTU_2563	Fungi								0	0	Fungi	92.308	75
FOTU_7070									0	0		0	0
FOTU_11868	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	94.118	100
FOTU_11690	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera longa		0	0	Fungi	98.817	85
FOTU_7767	Fungi	Basidiomycota	Agaricomycetes						0	0	Fungi	100.000	77
FOTU_1514	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae				0	0	Fungi	95.455	99
FOTU_4131	Alveolata	Ciliophora	Spirotrichea						0	0		0	0
FOTU_7425	Fungi								0	0		0	0
FOTU_3583	Fungi	Chytridiomycota							0	0		0	0
FOTU_7701									0	0		0	0
FOTU_9148									0	0		0	0
FOTU_1388	Fungi								0	0		0	0
FOTU_5127	Fungi	Basidiomycota							0	0		0	0
FOTU_3787									0	0	Fungi	81.081	87
FOTU_2199	Fungi								0	0		0	0
FOTU_990	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0		0	0
FOTU_2707	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	94.030	100
FOTU_7127	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium sp 		0	0	Fungi	98.500	100
FOTU_1294	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	97.326	93
FOTU_2973	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	92.079	100
FOTU_8215	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia			0	0	Fungi	88.614	100
FOTU_5577	Fungi								0	0		0	0
FOTU_1824	Fungi	Chytridiomycota							0	0		0	0
FOTU_184	Fungi	Chytridiomycota							0	0		0	0
FOTU_8048	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_4790	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_2651	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_8507	Fungi	Ascomycota							0	0		0	0
FOTU_6064	Fungi								0	0		0	0
FOTU_3261	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bellanniae		0	0	Fungi	96.000	100
FOTU_3416	Fungi	Cercozoa							0	0		0	0
FOTU_6254	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria			0	0	Fungi	92.500	99
FOTU_2410	Stramenopila	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae				0	0		0	0
FOTU_9905	Fungi								0	0		0	0
FOTU_5263	Metazoa	Platyhelminthes	Trematoda	Strigeida					0	0		0	0
FOTU_6420	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	88.649	92
FOTU_602	Fungi								0	0		0	0
FOTU_4200	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_9216	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma cepa		0	0	Fungi	97.000	100
FOTU_6718	Fungi								0	0		0	0
FOTU_7941	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea		0	0	Fungi	100.000	77
FOTU_6555	Rhizaria	Cercozoa							0	0		0	0
FOTU_8514	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporella	Fomitiporella sp 		0	0	Fungi	100.000	77
FOTU_4476	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_2840	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	100.000	80
FOTU_5836	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	100.000	95
FOTU_3012	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula acrifolia		0	0	Fungi	92.667	75
FOTU_9401									0	0		0	0
FOTU_3115	Rhizaria	Cercozoa							0	0		0	0
FOTU_802	Rhizaria	Cercozoa							0	0		0	0
FOTU_7081	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema eburnoides		0	0	Fungi	97.191	89
FOTU_9885	Fungi	Ascomycota							0	0		0	0
FOTU_2443	Fungi	Chytridiomycota							0	0		0	0
FOTU_6271	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	90.500	100
FOTU_10145	Fungi								0	0	Fungi	100.000	77
FOTU_10543	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium brooksianum		0	0	Fungi	100.000	77
FOTU_4501	Fungi								0	0		0	0
FOTU_4210	Fungi	Rozellomycota							0	0	Fungi	85.161	77
FOTU_7066									0	0		0	0
FOTU_1721	Fungi	Chytridiomycota							0	0		0	0
FOTU_1906	Fungi								0	0		0	0
FOTU_4727	Fungi	Chytridiomycota							0	0		0	0
FOTU_2343	Fungi	Chytridiomycota							0	0		0	0
FOTU_3172									0	0		0	0
FOTU_11077	Fungi								0	0	Fungi	93.506	77
FOTU_11827									0	0		0	0
FOTU_5807	Fungi								0	0		0	0
FOTU_8234	Fungi								0	0		0	0
FOTU_8476	Fungi	Ascomycota							0	0		0	0
FOTU_2516	Fungi								0	0	Fungi	79.082	98
FOTU_8946	Fungi	Basidiomycota	Ustilaginomycetes						0	0	Fungi	80.976	100
FOTU_11869	Stramenopila	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae				0	0		0	0
FOTU_9380	Fungi	Chytridiomycota							0	0		0	0
FOTU_3968									0	0		0	0
FOTU_1813	Fungi	Ascomycota							0	0		0	0
FOTU_7592									0	0		0	0
FOTU_9008	Fungi								0	0		0	0
FOTU_1594	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista			0	0	Fungi	92.500	100
FOTU_8947	Fungi								0	0	Fungi	86.667	66
FOTU_1718	Fungi	Ascomycota							0	0		0	0
FOTU_9509	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora			0	0		0	0
FOTU_4416	Fungi	Chytridiomycota							0	0		0	0
FOTU_11040									0	0		0	0
FOTU_970	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon ericaeum		0	0	Fungi	94.500	100
FOTU_1685	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys conoides		0	0	Fungi	98.343	91
FOTU_2267	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Lysurus	Lysurus cruciatus		0	0	Fungi	100.000	100
FOTU_8687									0	0		0	0
FOTU_7359	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_5058	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Robillarda			0	0	Fungi	99.492	99
FOTU_328	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus sp 		0	0	Fungi	100.000	77
FOTU_9410	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	88.770	94
FOTU_1889	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora			0	0	Fungi	93.333	97
FOTU_6557	Fungi								0	0		0	0
FOTU_11486	Fungi	Ascomycota	Dothideomycetes						0	0		0	0
FOTU_3622	Rhizaria	Cercozoa							0	0		0	0
FOTU_8553	Fungi	Ascomycota							0	0		0	0
FOTU_7307									0	0		0	0
FOTU_4765	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma pruni		0	0	Fungi	99.448	91
FOTU_10319									0	0		0	0
FOTU_1610	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces roseus		0	0	Fungi	99.457	92
FOTU_6046	Fungi								0	0		0	0
FOTU_7205	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Penicillium_sp	97.015	100	Fungi	97.512	100
FOTU_6367	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_565									0	0		0	0
FOTU_5734	Fungi	Chytridiomycota							0	0		0	0
FOTU_926	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera aspera		0	0	Fungi	94.565	92
FOTU_6490	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0		0	0
FOTU_3222									0	0		0	0
FOTU_457									0	0		0	0
FOTU_11327	Fungi								0	0		0	0
FOTU_6319	Rhizaria	Cercozoa							0	0		0	0
FOTU_2919	Fungi								0	0	Fungi	93.382	68
FOTU_6386	Rhizaria	Cercozoa							0	0		0	0
FOTU_7363	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	Paraophiobolus arundinis		0	0	Fungi	100.000	98
FOTU_11831	Fungi	Ascomycota							0	0		0	0
FOTU_11038	Fungi	Ascomycota							0	0		0	0
FOTU_4091	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense		0	0	Fungi	98.913	92
FOTU_3528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium sp 		0	0	Fungi	98.387	93
FOTU_9802	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales					0	0	Fungi	96.517	100
FOTU_6560									0	0		0	0
FOTU_8414	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius			0	0		0	0
FOTU_839	Fungi								0	0	Fungi	83.704	67
FOTU_6034	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	94.211	95
FOTU_9104									0	0		0	0
FOTU_5896	Fungi	Ascomycota							0	0		0	0
FOTU_923	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium album		0	0	Fungi	95.050	100
FOTU_3050	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales					0	0		0	0
FOTU_5846	Fungi								0	0		0	0
FOTU_7895	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp 	Retroconis_fusiformis|GLBRC280	97.191	89	Fungi	96.020	100
FOTU_3649	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pusiola		0	0	Fungi	100.000	89
FOTU_7380	Fungi								0	0		0	0
FOTU_11513	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida					0	0		0	0
FOTU_11137	Fungi	Chytridiomycota							0	0		0	0
FOTU_462	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis sp 		0	0	Fungi	91.061	89
FOTU_5957	Rhizaria	Cercozoa							0	0		0	0
FOTU_6209	Fungi	Ascomycota	Dothideomycetes						0	0		0	0
FOTU_820	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia			0	0	Fungi	88.557	100
FOTU_2439	Fungi	Chytridiomycota	Chytridiomycetes						0	0		0	0
FOTU_7049									0	0		0	0
FOTU_7443	Fungi	Ascomycota							0	0		0	0
FOTU_3999	Fungi								0	0	Fungi	100.000	77
FOTU_945	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella capitata	Mortierella_capitata	97.368	94	Fungi	95.172	72
FOTU_1580	Fungi	Chytridiomycota							0	0		0	0
FOTU_1969	Fungi	Ascomycota							0	0		0	0
FOTU_7286									0	0		0	0
FOTU_2376	Alveolata	Ciliophora							0	0		0	0
FOTU_6324	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria juglandicola		0	0	Fungi	98.507	100
FOTU_2590	Rhizaria	Cercozoa							0	0		0	0
FOTU_8452	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	91.500	100
FOTU_5774	Fungi	Ascomycota							0	0		0	0
FOTU_7203	Rhizaria	Cercozoa							0	0		0	0
FOTU_1664	Fungi	Chytridiomycota							0	0		0	0
FOTU_6869	Fungi	Ascomycota							0	0		0	0
FOTU_2873	Rhizaria	Cercozoa							0	0	Rhizaria	96.000	100
FOTU_3559	Fungi	Ascomycota							0	0		0	0
FOTU_11103	Fungi								0	0		0	0
FOTU_1211	Protista								0	0		0	0
FOTU_4326									0	0		0	0
FOTU_3601	Fungi								0	0		0	0
FOTU_2670	Fungi	Ascomycota							0	0		0	0
FOTU_1440	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0	Fungi	100.000	100
FOTU_890	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	Kernia retardata		0	0	Fungi	100.000	81
FOTU_8844									0	0	Fungi	86.335	77
FOTU_3798	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp 		0	0	Fungi	100.000	87
FOTU_7987	Fungi								0	0	Fungi	92.810	75
FOTU_5621	Fungi								0	0		0	0
FOTU_594	Fungi								0	0		0	0
FOTU_4103	Fungi								0	0		0	0
FOTU_3265									0	0		0	0
FOTU_6836	Rhizaria	Cercozoa							0	0	Rhizaria	86.111	70
FOTU_940	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis				0	0	Fungi	94.301	97
FOTU_3022	Fungi								0	0	Fungi	94.771	77
FOTU_2189	Rhizaria	Cercozoa							0	0		0	0
FOTU_10621	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	92.105	95
FOTU_3996	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			0	0	Fungi	86.331	70
FOTU_3258	Fungi								0	0		0	0
FOTU_9906	Fungi								0	0		0	0
FOTU_6597	Rhizaria	Cercozoa							0	0	Fungi	90.385	77
FOTU_4197	Fungi	Ascomycota							0	0		0	0
FOTU_9585									0	0		0	0
FOTU_8432	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	Magnaporthiopsis panicorum	Gaeumannomyces_hyphopodioides|GLBRC439	98.857	88	Fungi	97.297	92
FOTU_11541	Rhizaria	Cercozoa							0	0		0	0
FOTU_8648	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium intermedium		0	0	Fungi	93.684	92
FOTU_2573	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_6907									0	0		0	0
FOTU_7276	Fungi	Ascomycota							0	0		0	0
FOTU_9445	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora			0	0	Fungi	90.050	100
FOTU_3459	Rhizaria	Cercozoa							0	0		0	0
FOTU_9484	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida					0	0		0	0
FOTU_9124									0	0		0	0
FOTU_3506	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	99.500	100
FOTU_10725	Rhizaria	Cercozoa							0	0	Rhizaria	85.238	100
FOTU_7237	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina confusa		0	0	Fungi	98.788	83
FOTU_3090									0	0		0	0
FOTU_887	Rhizaria	Cercozoa							0	0	Rhizaria	98.077	77
FOTU_5291	Fungi								0	0	Fungi	85.256	77
FOTU_3085									0	0		0	0
FOTU_3651	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Udeniozyma	Udeniozyma sp 		0	0	Fungi	100.000	100
FOTU_1161	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_10264	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae		0	0	Fungi	97.537	100
FOTU_4797	Rhizaria	Cercozoa							0	0		0	0
FOTU_11805	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0		0	0
FOTU_11843									0	0		0	0
FOTU_5764	Fungi	Chytridiomycota							0	0		0	0
FOTU_10149	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis sp 		0	0	Fungi	99.194	62
FOTU_3938	Fungi	Ascomycota							0	0		0	0
FOTU_4384	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria			0	0	Fungi	93.277	60
FOTU_2168	Fungi								0	0		0	0
FOTU_11870	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_6267									0	0		0	0
FOTU_8651	Fungi								0	0		0	0
FOTU_7598	Fungi								0	0	Fungi	96.078	76
FOTU_3580									0	0		0	0
FOTU_1945	Fungi	Ascomycota							0	0		0	0
FOTU_5703	Fungi	Glomeromycota							0	0		0	0
FOTU_2659	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria			0	0	Fungi	100.000	77
FOTU_7763	Fungi								0	0	Fungi	92.308	77
FOTU_10948	Fungi	Ascomycota							0	0		0	0
FOTU_1522	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	95.960	99
FOTU_3826									0	0		0	0
FOTU_8176	Fungi								0	0		0	0
FOTU_3190	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_10179	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				0	0	Fungi	94.872	97
FOTU_11697	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	90.863	99
FOTU_1854	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium			0	0	Fungi	96.040	100
FOTU_4785	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				0	0	Fungi	100.000	100
FOTU_9024	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina			0	0	Fungi	86.905	83
FOTU_3211	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus			0	0	Fungi	100.000	100
FOTU_4723	Rhizaria	Cercozoa							0	0		0	0
FOTU_11878	Fungi								0	0		0	0
FOTU_3422	Fungi	Ascomycota							0	0		0	0
FOTU_4889	Fungi	Ascomycota							0	0		0	0
FOTU_10312	Fungi								0	0		0	0
FOTU_9044	Fungi	Chytridiomycota	Chytridiomycetes						0	0	Fungi	94.416	98
FOTU_2928	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum			0	0	Fungi	84.184	97
FOTU_4112	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora			0	0	Fungi	92.718	100
FOTU_5068	Fungi								0	0	Fungi	96.732	77
FOTU_1883	Fungi								0	0		0	0
FOTU_7362	Fungi								0	0		0	0
FOTU_9373	Fungi								0	0		0	0
FOTU_3695									0	0		0	0
FOTU_4438	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	98.701	77
FOTU_6009	Fungi								0	0		0	0
FOTU_7151									0	0		0	0
FOTU_2373	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_2770	Fungi	Chytridiomycota							0	0		0	0
FOTU_891	Cercozoa								0	0		0	0
FOTU_6862	Fungi	Basidiomycota							0	0		0	0
FOTU_1073	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	99.422	87
FOTU_11864	Fungi								0	0		0	0
FOTU_7226	Rhizaria	Cercozoa							0	0	Rhizaria	96.535	100
FOTU_3358									0	0		0	0
FOTU_3334	Fungi								0	0		0	0
FOTU_2988	Fungi								0	0		0	0
FOTU_10354									0	0		0	0
FOTU_11329	Fungi								0	0		0	0
FOTU_8735	Fungi	Chytridiomycota							0	0		0	0
FOTU_4226									0	0		0	0
FOTU_6636	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma pleopodium		0	0	Fungi	94.737	86
FOTU_7601	Fungi								0	0	Fungi	100.000	77
FOTU_8830									0	0		0	0
FOTU_4946	Rhizaria	Cercozoa							0	0	Rhizaria	86.792	77
FOTU_4136	Fungi	Chytridiomycota							0	0		0	0
FOTU_2356	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp 		0	0	Fungi	95.025	100
FOTU_6627	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia pseudodigitata		0	0	Fungi	100.000	84
FOTU_3868	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales					0	0		0	0
FOTU_3458	Fungi	Ascomycota							0	0		0	0
FOTU_1136	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales					0	0		0	0
FOTU_10505									0	0		0	0
FOTU_11399	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_4022	Fungi								0	0	Fungi	89.844	63
FOTU_9854	Fungi	Basidiomycota	Tremellomycetes	Tremellales					0	0	Fungi	87.192	100
FOTU_4528	Fungi								0	0		0	0
FOTU_11752	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe			0	0		0	0
FOTU_6564	Fungi	Ascomycota							0	0		0	0
FOTU_1501	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista plumbea		0	0	Fungi	95.455	99
FOTU_3692	Rhizaria	Cercozoa							0	0		0	0
FOTU_1905	Fungi								0	0		0	0
FOTU_4626	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_10723	Fungi	Chytridiomycota							0	0	Fungi	88.517	100
FOTU_1097	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0		0	0
FOTU_3227	Fungi	Chytridiomycota							0	0	Fungi	100.000	79
FOTU_5439									0	0		0	0
FOTU_5203									0	0		0	0
FOTU_1650	Fungi	Ascomycota							0	0		0	0
FOTU_5660	Fungi								0	0		0	0
FOTU_6491									0	0		0	0
FOTU_2869									0	0		0	0
FOTU_3545	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_8859									0	0		0	0
FOTU_11028	Fungi	Ascomycota							0	0		0	0
FOTU_9975	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus sp 		0	0	Fungi	96.517	100
FOTU_5606	Fungi	Chytridiomycota							0	0		0	0
FOTU_6308	Fungi	Glomeromycota							0	0		0	0
FOTU_3698	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	92.632	95
FOTU_8422	Fungi								0	0		0	0
FOTU_9418	Fungi	Ascomycota	Sordariomycetes	Branch06					0	0		0	0
FOTU_4678	Fungi								0	0		0	0
FOTU_10432	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_8396	Fungi								0	0	Fungi	84.076	77
FOTU_1605	Rhizaria	Cercozoa							0	0		0	0
FOTU_6878	Fungi								0	0	Fungi	87.975	77
FOTU_1418	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	Magnaporthiopsis sp 		0	0	Fungi	100.000	99
FOTU_10241	Fungi	Ascomycota							0	0		0	0
FOTU_2428	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium	Paracremonium binnewijzendii		0	0	Fungi	100.000	100
FOTU_11023	Fungi	Chytridiomycota							0	0		0	0
FOTU_9524	Fungi	Ascomycota	Sordariomycetes	Branch06					0	0	Fungi	93.035	100
FOTU_9746	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces			0	0		0	0
FOTU_11336									0	0		0	0
FOTU_6573	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_7924	Fungi	Ascomycota							0	0		0	0
FOTU_9309									0	0		0	0
FOTU_5516	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_3946	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces pseudodichotomus		0	0	Fungi	98.964	97
FOTU_2085	Rhizaria	Cercozoa							0	0		0	0
FOTU_4619	Fungi	Chytridiomycota							0	0		0	0
