OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id	Isolate_query_cover	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_3510	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	94.581	100
FOTU_242	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	86.577	72
FOTU_908	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe			0	0	Fungi	99.000	100
FOTU_5408	Fungi	Ascomycota	Lecanoromycetes						0	0		0	0
FOTU_8430	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_670	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp 		0	0	Fungi	94.146	100
FOTU_2741	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Incertae_sedis	Coralloidiomyces	Coralloidiomyces digitatus		0	0	Fungi	95.545	100
FOTU_8086	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	95.980	99
FOTU_85	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora			0	0	Fungi	100.000	100
FOTU_1698	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	100.000	100
FOTU_5473	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	94.271	95
FOTU_36	Fungi	Ascomycota							0	0		0	0
FOTU_759	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta			0	0	Fungi	97.512	100
FOTU_4815	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae		0	0	Fungi	96.196	92
FOTU_618	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				0	0	Fungi	100.000	100
FOTU_2036	Fungi	Cercozoa							0	0	Fungi	88.387	77
FOTU_4049	Fungi	Ascomycota							0	0		0	0
FOTU_1231	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0	Fungi	93.069	100
FOTU_318	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus			0	0	Fungi	93.407	89
FOTU_4680	Fungi	Ascomycota							0	0		0	0
FOTU_77	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_2190	Fungi	Chytridiomycota							0	0		0	0
FOTU_752	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae				0	0	Fungi	95.000	100
FOTU_8819	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	94.472	99
FOTU_1351	Fungi	Chytridiomycota							0	0		0	0
FOTU_2848	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	98.492	99
FOTU_683	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales					0	0		0	0
FOTU_1364	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_3872	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	92.021	94
FOTU_1302	Fungi	Ascomycota							0	0		0	0
FOTU_983	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae				0	0	Fungi	91.457	99
FOTU_5035	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta			0	0	Fungi	98.113	80
FOTU_9903	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae				0	0	Fungi	96.500	100
FOTU_2089	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales					0	0	Fungi	98.000	100
FOTU_600	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia sp 		0	0	Fungi	98.000	100
FOTU_1173	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp 		0	0	Fungi	86.700	100
FOTU_5429	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia			0	0	Fungi	94.000	98
FOTU_6119	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina		0	0	Fungi	95.025	99
FOTU_2502	Fungi								0	0	Fungi	84.672	67
FOTU_3209	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	83.420	96
FOTU_6298	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae				0	0	Fungi	95.025	100
FOTU_2458	Fungi	Basidiomycota							0	0		0	0
FOTU_2099	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	100.000	87
FOTU_11621	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	91.489	94
FOTU_930									0	0		0	0
FOTU_2784	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_416	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora			0	0		0	0
FOTU_3679	Fungi	Ascomycota							0	0		0	0
FOTU_5222	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita			0	0		0	0
FOTU_1175	Fungi	Ascomycota							0	0		0	0
FOTU_11097	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae				0	0	Fungi	94.000	100
FOTU_2219	Fungi	Ascomycota	Eurotiomycetes	Eurotiales					0	0	Fungi	87.705	60
FOTU_1128	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				0	0	Fungi	95.025	100
FOTU_4346	Fungi	Rozellomycota							0	0		0	0
FOTU_9319	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	94.581	100
FOTU_1074	Fungi								0	0		0	0
FOTU_858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae				0	0	Fungi	89.437	69
FOTU_3463	Fungi	Cercozoa							0	0		0	0
FOTU_2859	Fungi	Rozellomycota							0	0	Fungi	96.500	100
FOTU_5787	Fungi	Ascomycota							0	0		0	0
FOTU_772	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	96.000	100
FOTU_986	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	Poaceascoma sp 		0	0	Fungi	96.891	97
FOTU_8924	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Neohelicomyces	Neohelicomyces hyalosporus		0	0	Fungi	89.418	94
FOTU_1355	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales					0	0	Fungi	95.152	83
FOTU_395	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	88.500	98
FOTU_9208	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	96.753	77
FOTU_5535	Fungi								0	0	Fungi	97.512	100
FOTU_3250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium		Fusarium_sp.|GLBRC202	97.872	94	Fungi	97.000	100
FOTU_465	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	100.000	100
FOTU_6339	Fungi	Ascomycota	Dothideomycetes						0	0		0	0
FOTU_8216	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus brasilianum		0	0	Fungi	99.005	100
FOTU_1766	Fungi								0	0	Fungi	88.158	75
FOTU_2560	Fungi	Ascomycota							0	0		0	0
FOTU_319	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Minimedusa	Minimedusa polyspora		0	0	Fungi	99.500	100
FOTU_193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium			0	0	Fungi	97.015	100
FOTU_10855	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella_zonata_UDB0755512	98.000	100	Fungi	95.522	100
FOTU_692	Rhizaria	Cercozoa	Incertae_sedis	Thaumatomonadida	Thaumatomastigidae	Thaumatomonas			0	0	Rhizaria	87.685	100
FOTU_1214	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae				0	0		0	0
FOTU_115	Fungi	Ascomycota							0	0	Fungi	97.500	100
FOTU_1586	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	96.104	77
FOTU_45	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea		0	0	Fungi	100.000	92
FOTU_1187	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	86.928	77
FOTU_1468	Fungi	Rozellomycota							0	0	Fungi	95.074	100
FOTU_10799	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	94.527	100
FOTU_3856	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_1851	Fungi								0	0	Fungi	95.031	80
FOTU_875	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae				0	0	Fungi	85.859	97
FOTU_1483	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.263	95
FOTU_868	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_1268	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae				0	0	Fungi	99.000	100
FOTU_324	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium sp 		0	0	Fungi	100.000	100
FOTU_11563	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp 		0	0	Fungi	97.970	98
FOTU_1233	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora sp 		0	0	Fungi	99.500	100
FOTU_1353	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae				0	0	Fungi	94.805	77
FOTU_1615	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula			0	0	Fungi	100.000	89
FOTU_5107	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	88.571	69
FOTU_8995	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales					0	0	Fungi	86.294	98
FOTU_10737	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	95.025	99
FOTU_8504	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp 		0	0	Fungi	97.423	97
FOTU_1195	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_1516	Fungi	Ascomycota							0	0		0	0
FOTU_518	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0		0	0
FOTU_238	Rhizaria	Cercozoa							0	0	Fungi	92.308	77
FOTU_3381	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus			0	0	Fungi	99.495	99
FOTU_984	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_4497	Fungi	Rozellomycota							0	0	Fungi	88.125	78
FOTU_2681	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella_fatshederae	98.919	93	Fungi	96.098	100
FOTU_1007	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	98.710	78
FOTU_2062	Fungi								0	0		0	0
FOTU_9498	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	95.098	98
FOTU_840	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria			0	0	Fungi	99.497	99
FOTU_2177	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae				0	0	Fungi	88.489	70
FOTU_1253	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sp 		0	0	Fungi	94.500	100
FOTU_9335	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	93.434	97
FOTU_1213	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria sp 		0	0	Fungi	95.122	100
FOTU_1033	Rhizaria	Cercozoa	Incertae_sedis	Thaumatomonadida	Thaumatomastigidae	Thaumatomonas			0	0	Rhizaria	90.338	100
FOTU_11374	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium			0	0	Fungi	92.683	100
FOTU_9887	Fungi								0	0	Fungi	95.484	77
FOTU_1549	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma			0	0	Fungi	96.392	96
FOTU_773	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe			0	0	Fungi	100.000	100
FOTU_2322	Fungi	Chytridiomycota							0	0		0	0
FOTU_1453	Fungi	Basidiomycota	Agaricomycetes	Auriculariales					0	0	Fungi	93.939	66
FOTU_9270	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales					0	0	Fungi	92.500	100
FOTU_1886	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	92.105	95
FOTU_9258	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	82.126	98
FOTU_332	Fungi								0	0		0	0
FOTU_2364	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.277	94
FOTU_3948	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_1398	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola		0	0	Fungi	92.079	100
FOTU_838	Rhizaria	Cercozoa							0	0	Fungi	89.103	77
FOTU_3034	Fungi								0	0	Fungi	91.000	100
FOTU_1941	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus			0	0	Fungi	86.911	92
FOTU_1439	Fungi	Ascomycota	Dothideomycetes	Capnodiales					0	0	Fungi	86.842	95
FOTU_1347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_9999	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				0	0	Fungi	94.527	100
FOTU_2052	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	95.050	100
FOTU_459	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	100.000	77
FOTU_3703	Fungi								0	0	Fungi	85.897	76
FOTU_892	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	91.176	100
FOTU_569									0	0		0	0
FOTU_1471									0	0		0	0
FOTU_4748	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus brevicaulis		0	0		0	0
FOTU_694	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus brevicaulis		0	0		0	0
FOTU_3907	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis				0	0	Fungi	93.939	99
FOTU_5821	Fungi	Ascomycota						Setophoma_terrestris|GLBRC188	98.942	94	Fungi	96.535	100
FOTU_1958	Rhizaria	Cercozoa	Incertae_sedis	Thaumatomonadida	Thaumatomastigidae	Thaumatomonas	Thaumatomonas sp 		0	0	Rhizaria	95.522	100
FOTU_1977									0	0		0	0
FOTU_738	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_11351	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae				0	0	Fungi	94.527	100
FOTU_1134	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	95.833	96
FOTU_1473	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_2643	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora sp 		0	0	Fungi	95.500	100
FOTU_6492	Fungi	Ascomycota	Eurotiomycetes	Eurotiales					0	0		0	0
FOTU_369	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus			0	0	Fungi	93.069	100
FOTU_1882	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus			0	0	Fungi	84.286	100
FOTU_7509	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	92.118	99
FOTU_1202	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces			0	0	Fungi	89.759	83
FOTU_1996	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella			0	0	Fungi	95.312	96
FOTU_704	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	90.526	95
FOTU_1451	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales					0	0	Fungi	85.455	100
FOTU_10242	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_1503	Fungi								0	0		0	0
FOTU_1092	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma		Rhizopycnis_vagum|GLBRC467	100.000	93	Fungi	99.500	100
FOTU_1659	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria			0	0	Fungi	87.500	100
FOTU_464	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			0	0	Fungi	95.025	100
FOTU_1481	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus			0	0	Fungi	98.500	100
FOTU_3896									0	0		0	0
FOTU_2042	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales					0	0	Fungi	95.500	100
FOTU_3382	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae				0	0	Fungi	99.500	100
FOTU_4345	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_1495									0	0		0	0
FOTU_3052									0	0		0	0
FOTU_706	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium furcatum		0	0	Fungi	96.939	98
FOTU_1853	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	90.909	94
FOTU_5159	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	95.025	100
FOTU_1506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			0	0	Fungi	88.119	100
FOTU_775	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum			0	0	Viridiplantae	91.398	93
FOTU_1224									0	0		0	0
FOTU_2771	Fungi	Ascomycota							0	0		0	0
FOTU_7975	Fungi	Ascomycota	Sordariomycetes					Uncultured_fungus|GLBRC471	97.037	68	Fungi	98.742	80
FOTU_4285	Fungi	Ascomycota	Orbiliomycetes						0	0	Fungi	95.270	74
FOTU_1788	Fungi	Ascomycota	Sordariomycetes						0	0		0	0
FOTU_3116	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	95.000	100
FOTU_2250	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0	Fungi	99.487	98
FOTU_1504	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	94.211	95
FOTU_120	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	96.552	100
FOTU_512	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella			0	0	Fungi	95.025	100
FOTU_8578	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	93.158	95
FOTU_1872	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_1694	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma llimonae		0	0	Fungi	95.074	100
FOTU_2424	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 		0	0	Fungi	86.341	100
FOTU_10210	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sclerotiella		0	0	Fungi	94.527	100
FOTU_4664	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus indicum		0	0	Fungi	96.535	99
FOTU_1180	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala humicola		0	0	Fungi	99.500	100
FOTU_919	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys	Achroiostachys levigata	Stachybotrys_bisbyi|GLBRC276	99.408	85	Fungi	99.500	100
FOTU_726	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum			0	0	Viridiplantae	92.553	94
FOTU_546	Fungi								0	0		0	0
FOTU_1753	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.774	93
FOTU_931	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Tetraplosphaeria	Tetraplosphaeria sp 		0	0	Fungi	96.117	100
FOTU_314	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius			0	0		0	0
FOTU_9416	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum			0	0	Viridiplantae	89.899	99
FOTU_2326	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis			0	0	Fungi	95.122	99
FOTU_521	Fungi								0	0		0	0
FOTU_766									0	0		0	0
FOTU_4157	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria			0	0	Fungi	89.928	70
FOTU_293	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Pithomyces_chartarum|GLBRC217	100.000	94	Fungi	100.000	96
FOTU_2870	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	100.000	100
FOTU_4121	Fungi								0	0	Fungi	85.926	67
FOTU_9197	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.789	95
FOTU_2103	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0	Fungi	97.500	100
FOTU_6202	Rhizaria	Cercozoa							0	0		0	0
FOTU_1775	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_3173	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita sp 		0	0	Fungi	96.216	93
FOTU_812	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	Pseudophialophora angusta		0	0	Fungi	98.925	93
FOTU_1918	Fungi	Glomeromycota	Paraglomeromycetes						0	0	Fungi	90.099	100
FOTU_2138	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae				0	0	Fungi	89.286	81
FOTU_1928	Fungi	Ascomycota							0	0		0	0
FOTU_2781	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			0	0	Fungi	95.500	100
FOTU_5282	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	91.613	77
FOTU_1411	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales					0	0	Fungi	97.000	100
FOTU_1142	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella caraganae		0	0	Fungi	100.000	84
FOTU_2619	Fungi	Chytridiomycota							0	0		0	0
FOTU_715	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0	Fungi	98.913	92
FOTU_1130	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Psoroglaena	Psoroglaena sp 		0	0	Fungi	99.000	100
FOTU_1181	Fungi	Basidiomycota	Pucciniomycetes						0	0	Fungi	96.535	100
FOTU_8089	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_1338	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	95.263	95
FOTU_11861	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae				0	0	Fungi	98.462	98
FOTU_3562	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_774	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella			0	0	Fungi	100.000	77
FOTU_946	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium marquandii		0	0	Fungi	99.500	100
FOTU_3027	Fungi	Glomeromycota	Paraglomeromycetes	Gs24					0	0	Fungi	91.584	100
FOTU_3304	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium			0	0	Fungi	92.271	100
FOTU_6059	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				0	0	Fungi	94.554	100
FOTU_1415	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae				0	0	Fungi	82.381	100
FOTU_1792	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium			0	0	Fungi	98.000	99
FOTU_9717	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus			0	0	Fungi	94.089	100
FOTU_2860	Fungi								0	0		0	0
FOTU_2265	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_137	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0	Fungi	83.981	100
FOTU_1497	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Collophora			0	0	Fungi	98.182	83
FOTU_2584	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces			0	0	Fungi	99.351	77
FOTU_916	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae				0	0	Viridiplantae	96.316	95
FOTU_307	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora oryzae	Nigrospora_sp.|GLBRC253	100.000	84	Fungi	97.500	100
FOTU_252	Fungi	Ascomycota	Agaricomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia			0	0		0	0
FOTU_520	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp 		0	0	Fungi	94.089	100
FOTU_758	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0		0	0
FOTU_1204	Fungi	Rozellomycota	Incertae_sedis						0	0	Fungi	84.314	100
FOTU_2157	Fungi								0	0	Fungi	89.677	77
FOTU_2579	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus			0	0	Fungi	98.020	100
FOTU_1762	Fungi								0	0	Fungi	98.718	77
