OTU_ID,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,Phylum,Class,Taxon
OTU_553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Nitrosococcus
OTU_554,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizomicrobium
OTU_555,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Bacteroidetes,Sphingobacteria,Pedobacter
OTU_556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Acidobacteria,,Gp3
OTU_557,0,2,3,3,1,0,2,2,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,Actinobacteria,,Marmoricola
OTU_558,1,0,1,0,3,1,2,3,1,0,2,4,1,5,0,2,2,2,2,2,5,3,4,0,3,2,1,Acidobacteria,,Gp1
OTU_559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Planctomycetes,Planctomycetacia,Planctomyces
OTU_560,1,1,7,2,4,0,7,0,0,1,3,2,2,3,3,1,0,3,7,3,3,2,1,2,2,0,1,Bacteroidetes,Sphingobacteria,Mucilaginibacter
OTU_561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,Armatimonadetes,,Armatimonadetes_gp5
OTU_562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Proteobacteria,Alphaproteobacteria,Acidocella
OTU_563,1,2,0,0,3,0,2,1,1,0,0,0,2,1,1,0,6,2,5,2,0,2,0,5,3,0,2,Acidobacteria,,Gp3
OTU_564,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,3,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_565,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,,,Gp4
OTU_566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,Chloroflexi,,Longilinea
OTU_567,1,0,0,1,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,Verrucomicrobia,,Subdivision3
OTU_569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Gemmatimonadetes,,Gemmatimonas
OTU_570,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Firmicutes,,Gp3
OTU_571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,6,0,7,Bacteroidetes,Sphingobacteria,Ferruginibacter
OTU_572,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Proteobacteria,Alphaproteobacteria,Methylobacterium
OTU_573,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_574,4,2,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Actinobacteria,,Conexibacter
OTU_575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,Actinobacteria,,Conexibacter
OTU_576,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Geobacter
OTU_577,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,Proteobacteria,Alphaproteobacteria,Phenylobacterium
OTU_578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,Holophaga,Gp10
OTU_579,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Proteobacteria,Alphaproteobacteria,Stella
OTU_580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,2,Planctomycetes,Planctomycetacia,Gemmata
OTU_581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Haliangium
OTU_582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,Bacteroidetes,Sphingobacteria,Solitalea
OTU_583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,Bacteroidetes,Cytophagia,Sporocytophaga
OTU_584,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Dongia
OTU_585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Acidobacteria,,Gp3
OTU_586,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Actinobacteria,,Conexibacter
OTU_587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,Firmicutes,,Sporomusa
OTU_588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,1,0,Acidobacteria,,Gp2
OTU_589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Firmicutes,,Sporomusa
OTU_590,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Acidobacteria,,Gp3
OTU_591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_593,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycea,Singulisphaera
OTU_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Acidobacteria,Holophaga,Gp10
OTU_595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,Planctomycetes,Phycisphaerae,Phycisphaera
OTU_596,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,Proteobacteria,Alphaproteobacteria,Pleomorphomonas
OTU_597,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_598,2,0,0,3,0,1,3,5,2,6,5,2,0,7,0,2,1,0,4,9,4,3,0,2,4,1,2,Acidobacteria,,Gp2
OTU_599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Chloroflexi,,Ktedonobacter
OTU_600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,Spirochaetes,,Leptonema
OTU_601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,Acidobacteria,,Gp2
OTU_602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,Firmicutes,,Carboxydothermus
OTU_603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acidobacteria,Holophaga,Gp2
OTU_604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,Bacteroidetes,Sphingobacteria,Segetibacter
OTU_605,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,2,3,0,0,1,0,0,0,0,Proteobacteria,Alphaproteobacteria,Phenylobacterium
OTU_606,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,0,4,0,Actinobacteria,Actinobacteria,Actinoallomurus
OTU_607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Verrucomicrobia,,Subdivision3
OTU_608,0,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,Proteobacteria,Deltaproteobacteria,Byssovorax
OTU_609,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,1,Proteobacteria,Alphaproteobacteria,Skermanella
OTU_610,2,2,0,0,0,0,0,0,3,1,0,0,0,4,2,0,1,0,2,1,4,2,4,7,0,1,4,Firmicutes,,Gp1
OTU_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp3
OTU_613,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,2,0,2,0,0,0,0,1,Proteobacteria,Betaproteobacteria,Sulfuritalea
OTU_614,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Actinobacteria,,Solirubrobacter
OTU_615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Massilia
OTU_616,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Actinobacteria,,Salinispora
OTU_617,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,1,0,0,Actinobacteria,Actinobacteria,Actinoallomurus
OTU_618,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,Bacteroidetes,Sphingobacteria,Flavitalea
OTU_619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Firmicutes,,Pectinatus
OTU_620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Acidobacteria,,Gp16
OTU_621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Verrucomicrobia,,Spartobacteria
OTU_622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Actinoallomurus
OTU_623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,Acidobacteria,,Gp1
OTU_624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Phycisphaerae,Phycisphaera
OTU_625,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Kofleria
OTU_626,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armatimonadetes,,Armatimonadetes_gp5
OTU_627,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Bellilinea
OTU_628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Firmicutes,,Pasteuria
OTU_629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Solitalea
OTU_630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Desulfomicrobium
OTU_631,2,0,0,1,0,1,0,2,2,2,2,2,2,0,0,1,1,0,0,0,0,3,1,2,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodocista
OTU_632,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodocista
OTU_633,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp16
OTU_634,0,0,0,4,6,4,0,0,2,0,2,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,,,Gp7
OTU_635,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Methylocapsa
OTU_636,2,2,1,0,1,7,0,0,2,0,2,2,3,1,1,2,11,4,9,0,1,2,3,2,2,0,2,Bacteroidetes,Sphingobacteria,Mucilaginibacter
OTU_637,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_638,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_640,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Verrucomicrobia,,Subdivision3
OTU_641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Parcubacteria,,OD1
OTU_642,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Gemmatimonadetes,,Gemmatimonas
OTU_643,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Gp3
OTU_644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Ancylobacter
OTU_645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Verrucomicrobia,,Spartobacteria
OTU_646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,Bacteroidetes,Sphingobacteria,Solitalea
OTU_647,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,Verrucomicrobia,,Opitutus
OTU_648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,,Cohnella
OTU_649,1,0,1,0,0,0,3,0,0,1,2,1,0,5,1,1,4,0,0,0,2,0,3,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_650,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Fabibacter
OTU_651,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_652,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Armatimonadetes,,Armatimonadetes_gp4
OTU_653,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Bacilli,Bacillus
OTU_654,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Verrucomicrobia,,Subdivision3
OTU_655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp17
OTU_656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_657,0,0,0,0,0,0,0,0,2,0,7,0,2,2,2,1,2,0,0,0,2,0,0,0,0,2,0,Verrucomicrobia,,Subdivision3
OTU_658,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Planctomyces
OTU_659,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Roseiflexus
OTU_660,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Pedobacter
OTU_661,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyanobacteria,,GpVII
OTU_662,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,Proteobacteria,Alphaproteobacteria,Rhizomicrobium
OTU_663,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Gp1
OTU_664,0,6,0,1,4,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,Chloroflexi,,Ktedonobacter
OTU_665,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,,Lactovum
OTU_666,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Ochrobactrum
OTU_667,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Thiohalospira
OTU_668,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_669,1,0,0,0,0,1,0,0,2,0,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_670,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_671,0,0,0,0,0,1,0,0,0,1,2,2,0,6,0,2,0,2,0,0,1,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Oceanibaculum
OTU_672,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Actinobacteria,,Conexibacter
OTU_673,0,1,2,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp16
OTU_674,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Flavobacteriia,Flavobacterium
OTU_675,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Planctomyces
OTU_676,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Actinobacteria,,Streptomyces
OTU_677,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Solirubrobacter
OTU_678,0,1,0,8,0,1,0,0,1,0,0,3,1,2,1,0,2,1,0,2,1,0,6,2,0,1,1,Actinobacteria,,Rubrobacter
OTU_679,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,3,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorobia,,Chlorobium
OTU_681,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Byssovorax
OTU_682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,Actinobacteria,,Micromonospora
OTU_683,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,Gp1
OTU_684,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Patulibacter
OTU_685,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Verrucomicrobia,,Subdivision3
OTU_686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Hydrotalea
OTU_687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Blastopirellula
OTU_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Acidobacteria,,Gp3
OTU_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,Planctomycetes,Planctomycetacia,Blastopirellula
OTU_690,0,0,0,0,0,0,1,3,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Gemmatimonadetes,,Gemmatimonas
OTU_691,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Phenylobacterium
OTU_692,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_693,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizomicrobium
OTU_694,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Chitiniphilus
OTU_695,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chloroflexi,,Caldilinea
OTU_696,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armatimonadetes,,Armatimonadetes_gp4
OTU_697,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,Acidobacteria,,Gp1
OTU_698,5,2,3,2,0,8,2,3,1,1,2,1,3,1,3,0,0,2,0,8,1,4,1,3,2,0,1,Actinobacteria,,Conexibacter
OTU_699,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Proteobacteria,Betaproteobacteria,Limnobacter
OTU_700,0,0,0,2,1,0,0,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_701,1,2,0,0,3,3,6,2,1,0,1,0,0,1,0,0,2,0,0,0,2,0,4,0,0,1,3,Verrucomicrobia,,Spartobacteria
OTU_702,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Proteobacteria,Betaproteobacteria,Leeia
OTU_704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Actinobacteria,,Nocardioides
OTU_705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Acidobacteria,,Gp2
OTU_706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteroidetes,Sphingobacteria,Solitalea
OTU_707,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Ktedonobacter
OTU_708,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,Verrucomicrobia,,Subdivision3
OTU_709,2,0,4,3,5,8,2,5,4,4,1,5,8,0,2,10,5,7,4,0,3,1,3,3,3,3,8,Verrucomicrobia,,Spartobacteria
OTU_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Actinobacteria,,Conexibacter
OTU_711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Blastopirellula
OTU_712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chloroflexi,,Thermogemmatispora
OTU_713,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodopila
OTU_714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,Verrucomicrobia,,Subdivision3
OTU_715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Firmicutes,,Gp3
OTU_716,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,Chloroflexi,,Caldilinea
OTU_717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_719,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Acidobacteria,,Gp3
OTU_720,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,Proteobacteria,Alphaproteobacteria,Methylobacterium
OTU_721,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Actinobacteria,Actinobacteria,Actinocatenispora
OTU_722,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,Bacteroidetes,Sphingobacteria,Flavisolibacter
OTU_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acidobacteria,,Gp16
OTU_724,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Ktedonobacter
