OTU_ID,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,Phylum,Class,Taxon
OTU_1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Ktedonobacter
OTU_1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_1103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobia,,Opitutus
OTU_1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,Actinobacteria,,Conexibacter
OTU_1105,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,Verrucomicrobia,,Opitutus
OTU_1106,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,Proteobacteria,Gammaproteobacteria,Dokdonella
OTU_1107,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Byssovorax
OTU_1108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Proteobacteria,Betaproteobacteria,Ralstonia
OTU_1109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1110,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_1111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_1112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,Acidobacteria,Holophaga,Gp1
OTU_1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_1114,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Zoogloea
OTU_1115,1,0,0,3,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,2,0,2,2,0,0,Proteobacteria,Alphaproteobacteria,Bauldia
OTU_1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Robiginitomaculum
OTU_1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Acidobacteria,,Gp3
OTU_1118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Chitinophaga
OTU_1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Actinobacteria,,Blastococcus
OTU_1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Nevskia
OTU_1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,OP11
OTU_1122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chlamydiae,,Parachlamydia
OTU_1123,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Candidatus Saccharibacteria,,TM7
OTU_1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Proteobacteria,Alphaproteobacteria,Fodinicurvata
OTU_1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,Gp25
OTU_1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bacteroidetes,Sphingobacteria,Terrimonas
OTU_1127,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Verrucomicrobia,,Subdivision3
OTU_1128,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acidobacteria,,Gp10
OTU_1129,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobia,,Opitutus
OTU_1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Pyxidicoccus
OTU_1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Proteobacteria,Alphaproteobacteria,Azospirillum
OTU_1133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyanobacteria,,Vampirovibrio
OTU_1134,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gemmatimonadetes,,Gemmatimonas
OTU_1135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp17
OTU_1136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Synergistetes,,Thermanaerovibrio
OTU_1137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Bosea
OTU_1138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Thermogemmatispora
OTU_1139,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Actinobacteria,,Salinispora
OTU_1140,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,Actinobacteria,,Solirubrobacter
OTU_1141,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodoplanes
OTU_1142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Ferruginibacter
OTU_1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,2,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_1144,1,3,0,0,3,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Gp1
OTU_1145,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Acidisoma
OTU_1146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Massilia
OTU_1147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Acidithiobacillus
OTU_1148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Telluria
OTU_1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Acidobacteria,,Gp16
OTU_1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_1154,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,Acidobacteria,,Gp2
OTU_1155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Gemmatimonadetes,,Gemmatimonas
OTU_1157,2,0,6,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,Actinobacteria,,Conexibacter
OTU_1158,0,0,2,1,1,0,2,1,0,0,0,4,1,3,1,0,0,0,0,0,0,0,2,2,0,0,0,Actinobacteria,,Brachybacterium
OTU_1159,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Ktedonobacter
OTU_1160,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1161,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Actinobacteria,,Thermoleophilum
OTU_1162,0,0,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,3,0,1,0,0,0,Acidobacteria,,Gp1
OTU_1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Planctomycetes,Planctomycetacia,Blastopirellula
OTU_1164,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Latescibacteria,,WS3
OTU_1165,1,2,3,2,0,3,1,4,4,0,1,0,0,1,1,2,2,0,0,2,2,0,1,6,0,3,2,,,Spartobacteria
OTU_1166,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Anderseniella
OTU_1167,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Blastopirellula
OTU_1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Proteobacteria,Deltaproteobacteria,Byssovorax
OTU_1169,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Rudaea
OTU_1170,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Parcubacteria,,OD1
OTU_1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacter
OTU_1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,Proteobacteria,Deltaproteobacteria,Syntrophorhabdus
OTU_1173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Acidisoma
OTU_1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Acidobacteria,,Gp1
OTU_1175,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,Actinobacteria,,Conexibacter
OTU_1176,3,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_1177,1,4,2,2,5,8,0,3,4,0,3,0,0,0,1,3,3,2,4,1,3,0,1,2,3,6,1,Actinobacteria,Actinobacteria,Actinoallomurus
OTU_1178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_1179,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp2
OTU_1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Desertibacter
OTU_1181,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,Acidobacteria,,Gp10
OTU_1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,Bacteroidetes,Sphingobacteria,Flavihumibacter
OTU_1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Actinobacteria,,Conexibacter
OTU_1184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,3,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_1185,0,2,2,0,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Bacilli,Bacillus
OTU_1186,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_1187,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Actinobacteria,,Actinoplanes
OTU_1188,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Chondromyces
OTU_1189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,0,0,0,0,Proteobacteria,Alphaproteobacteria,Beijerinckia
OTU_1190,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Acidobacteria,,Gp1
OTU_1191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_1193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,Acidobacteria,,Gp1
OTU_1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Ehrlichia
OTU_1195,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Bacilli,Acetoanaerobium
OTU_1196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Hydrotalea
OTU_1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1198,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,Proteobacteria,Gammaproteobacteria,Ignatzschineria
OTU_1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Filimonas
OTU_1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1201,1,0,2,0,3,0,0,0,2,5,2,0,3,2,2,4,0,2,0,0,0,0,2,3,1,4,0,Bacteroidetes,Sphingobacteria,Mucilaginibacter
OTU_1202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Haliangium
OTU_1204,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Proteobacteria,Alphaproteobacteria,Rhodoplanes
OTU_1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Labrys
OTU_1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Proteobacteria,Alphaproteobacteria,Pseudolabrys
OTU_1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Actinobacteria,Actinobacteria,Actinoallomurus
OTU_1208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Stenotrophomonas
OTU_1210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1211,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,,Gp4
OTU_1212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Planctomycetes,Planctomycea,Singulisphaera
OTU_1213,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,Bacteroidetes,Sphingobacteria,Mucilaginibacter
OTU_1214,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Acidobacteria,,Gp1
OTU_1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Firmicutes,,Gp3
OTU_1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Planctomycetes,Planctomycea,Singulisphaera
OTU_1217,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Planctomycetes,Planctomycea,Singulisphaera
OTU_1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Acidobacteria,,Gp11
OTU_1220,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Acidobacteria,,Gp7
OTU_1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Firmicutes,,Gp2
OTU_1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Proteobacteria,Alphaproteobacteria,Methylobacterium
OTU_1223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Anaeromyxobacter
OTU_1224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,,Gp1
OTU_1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Planctomycetes,Planctomycetacia,Gemmata
OTU_1226,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,,,Spartobacteria
OTU_1227,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Isosphaera
OTU_1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chlamydiae,,Neochlamydia
OTU_1229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Kitasatospora
OTU_1230,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonas
OTU_1231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,,Pasteuria
OTU_1232,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Actinobacteria,,Streptomyces
OTU_1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodocista
OTU_1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Schlegelella
OTU_1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Actinobacteria,,Conexibacter
OTU_1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Sphingobacteria,Solitalea
OTU_1239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Acidobacteria,,Gp10
OTU_1240,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Actinobacteria,Actinobacteria,Aciditerrimonas
OTU_1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Haliangium
OTU_1242,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Actinocorallia
OTU_1243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Parcubacteria,,OD1
OTU_1244,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Proteobacteria,Alphaproteobacteria,Anderseniella
OTU_1245,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Thermogemmatispora
OTU_1246,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycea,Singulisphaera
OTU_1247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Zavarzinella
OTU_1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,Acidobacteria,,Gp5
OTU_1249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Variovorax
OTU_1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Verrucomicrobia,,Spartobacteria
OTU_1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Actinobacteria,,Rubrobacter
OTU_1252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,,Erysipelothrix
OTU_1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmata
OTU_1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Chlamydiae,,Neochlamydia
OTU_1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodocista
OTU_1256,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Actinobacteria,,Gp3
OTU_1257,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Dactylosporangium
OTU_1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Firmicutes,Bacilli,Acetoanaerobium
OTU_1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bacteriovorax
OTU_1260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,,Thermogemmatispora
OTU_1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Actinobacteria,,Rubrobacter
OTU_1262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,Gp10
OTU_1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Proteobacteria,Betaproteobacteria,Nitrosospira
OTU_1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alkanibacter
OTU_1265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,,Conexibacter
OTU_1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,Actinobacteria,,Conexibacter
OTU_1267,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,Armatimonadetes,,Armatimonadetes_gp2
OTU_1268,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Betaproteobacteria,Zoogloea
OTU_1269,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonas
