OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1555	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_1556	Fungi	Rozellomycota					
OTU_1557	Viridiplantae	Chlorophyta					
OTU_1558	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria estremocensis
OTU_1559	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	
OTU_1560	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1561	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Polyschema	Polyschema sclerotigenum
OTU_1562	Fungi						
OTU_1563	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1564							
OTU_1565	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Mycosymbioces	Mycosymbioces mycenaphila
OTU_1566	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
OTU_1567	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
OTU_1568	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
OTU_1569	Fungi	Basidiomycota	Tremellomycetes				
OTU_1570	Fungi	Ascomycota					
OTU_1571	Fungi	Ascomycota	Dothideomycetes				
OTU_1572	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1573	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_1574	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_1575	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
OTU_1576	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium intermedium
OTU_1577	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pellidiscus	Pellidiscus pallidus
OTU_1578	Fungi	Basidiomycota	Agaricomycetes				
OTU_1579	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1580	Fungi	Ascomycota	Eurotiomycetes				
OTU_1581	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	
OTU_1582	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1583	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_1584	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	
OTU_1585	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
OTU_1586	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella sp 
OTU_1587	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius serifluus
OTU_1588	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_1589	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	
OTU_1590							
OTU_1591	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
OTU_1592	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1593							
OTU_1594	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1595	Fungi	Ascomycota					
OTU_1596	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_1597	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	Phaeococcomyces sp 
OTU_1598	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_1599	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
OTU_1600	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales			
OTU_1601	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
OTU_1602	Fungi						
OTU_1603	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_1604	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
OTU_1605	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1606	Fungi	Ascomycota	Lecanoromycetes	Agyriales			
OTU_1607	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1608	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_1609	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_1610	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	
OTU_1611	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
OTU_1612							
OTU_1613	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Ripartites	Ripartites tricholoma
OTU_1614	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_1615	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1616	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus sp 
OTU_1617	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1618	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1619	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
OTU_1620	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1621	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
OTU_1622	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	Fonsecazyma mujuensis
OTU_1623	Fungi	Basidiomycota	Agaricomycetes	Trechisporales			
OTU_1624	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_1625	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe auricomella
OTU_1626	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_1627	Fungi	Basidiomycota	Tremellomycetes				
OTU_1628	Fungi	Ascomycota	Dothideomycetes				
OTU_1629	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
OTU_1630							
OTU_1631	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_1632	Glaucocystoplantae	Glaucocystophyta	Glaucocystophyceae	Glaucocystales	Glaucocystaceae	Glaucocystis	
OTU_1633	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	
OTU_1634	Fungi						
OTU_1635	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
OTU_1636	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus capsulifer
OTU_1637	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora pulicaris
OTU_1638	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1639	Fungi	Ascomycota					
OTU_1640	Fungi						
OTU_1641	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_1642	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1643	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
OTU_1644	Fungi						
OTU_1645	Viridiplantae	Chlorophyta					
OTU_1646	Fungi						
OTU_1647	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_1648	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	
OTU_1649	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_1650	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia pseudoleptoderma
OTU_1651	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_1652	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
OTU_1653	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae		
OTU_1654	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Cryptotrichosporon	Cryptotrichosporon sp 
OTU_1655	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_1656	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_1657	Fungi						
OTU_1658	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_1659	Fungi	Ascomycota					
OTU_1660	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 
OTU_1661	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1662	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
OTU_1663	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae		
OTU_1664	Fungi						
OTU_1665	Fungi	Ascomycota	Sordariomycetes	Sordariales			
OTU_1666	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
OTU_1667	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	
OTU_1668	Fungi	Ascomycota	Sordariomycetes				
OTU_1669	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium marquandii
OTU_1670	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	Dactylaria dimorphospora
OTU_1671	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	
OTU_1672							
OTU_1673	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1674	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron sp 
OTU_1675	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_1676	Fungi	Mucoromycota	Mucoromycetes	Mucorales			
OTU_1677	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_1678	Fungi						
OTU_1679	Fungi	Ascomycota					
OTU_1680	Viridiplantae	Chlorophyta	Ulvophyceae	Trentepohliales	Trentepohliaceae		
OTU_1681	Fungi	Ascomycota					
OTU_1682	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1683	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1684	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	
OTU_1685	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1686	Fungi	Ascomycota	Leotiomycetes	Helotiales	Thelephoraceae	Tomentella	
OTU_1687	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
OTU_1688	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	
OTU_1689							
OTU_1690	Fungi						
OTU_1691	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia pseudoleptoderma
OTU_1692	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_1693	Fungi						
OTU_1694	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae		
OTU_1695	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothidea	Dothidea eucalypti
OTU_1696	Fungi						
OTU_1697	Fungi	Ascomycota					
OTU_1698	Fungi	Rozellomycota					
OTU_1699	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
OTU_1700	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
OTU_1701	Fungi						
OTU_1702	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
OTU_1703	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1704	Fungi						
OTU_1705	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Leohumicola	
OTU_1706	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora fennica
OTU_1707	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum virgineum
OTU_1708	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
OTU_1709	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
OTU_1710	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena sp 
OTU_1711	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
OTU_1712	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Cadophora	Cadophora sp 
OTU_1713	Fungi	Ascomycota					
OTU_1714	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Veronaeopsis	Veronaeopsis simplex
OTU_1715	Fungi	Ascomycota					
OTU_1716	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
OTU_1717	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium primulinum
OTU_1718	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae		
OTU_1719							
OTU_1720	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium constrictum
OTU_1721	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium marquandii
OTU_1722							
OTU_1723	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Sarocladium	Sarocladium kiliense
OTU_1724	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1725	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
OTU_1726							
OTU_1727	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1728	Fungi	Mucoromycota					
OTU_1729	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
OTU_1730	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
OTU_1731	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	Hypochnicium cremicolor
OTU_1732	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Acrostalagmus	Acrostalagmus luteoalbus
OTU_1733	Fungi	Basidiomycota					
OTU_1734	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1735	Viridiplantae	Chlorophyta	Chlorophyceae	Chaetopeltidales	Chaetopeltidaceae	Planophila	Planophila laetevirens
OTU_1736	Viridiplantae	Chlorophyta					
OTU_1737	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_1738	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1739	Fungi	Ascomycota					
OTU_1740	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lapida
OTU_1741	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Entophlyctis	Entophlyctis sp 
OTU_1742	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
OTU_1743	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	
OTU_1744	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
OTU_1745	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_1746	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_1747	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	
OTU_1748	Rhizaria	Cercozoa					
OTU_1749	Fungi	Ascomycota	Eurotiomycetes				
OTU_1750							
OTU_1751	Rhizaria	Cercozoa					
OTU_1752	Fungi	Ascomycota					
OTU_1753	Fungi	Ascomycota	Lecanoromycetes				
OTU_1754	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia elegans
OTU_1755	Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Pilidium	
OTU_1756	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	
OTU_1757	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sp 
OTU_1758	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_1759	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
OTU_1760	Viridiplantae	Chlorophyta					
OTU_1761	Fungi	Ascomycota	Leotiomycetes				
OTU_1762	Fungi						
OTU_1763	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	
OTU_1764	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1765	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
OTU_1766	Fungi	Ascomycota	Sordariomycetes				
OTU_1767	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1768	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1769	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia puccinelliae
OTU_1770	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora melanommoides
OTU_1771	Fungi	Ascomycota					
OTU_1772	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1773	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_1774	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
OTU_1775	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_1776	Fungi	Ascomycota	Sordariomycetes				
OTU_1777	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis sp 
OTU_1778	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
OTU_1779	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum cucujoidarum
OTU_1780	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
OTU_1781	Fungi	Basidiomycota					
OTU_1782	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
OTU_1783	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	
OTU_1784	Fungi						
OTU_1785	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Cryptocoryneum	
OTU_1786	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
OTU_1787	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe subnudipes
OTU_1788	Fungi	Basidiomycota	Microbotryomycetes				
OTU_1789	Fungi	Ascomycota					
OTU_1790	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
OTU_1791	Fungi	Basidiomycota	Agaricomycetes				
OTU_1792	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_1793	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales			
OTU_1794	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Saksenaea	
OTU_1795	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum sp 
OTU_1796							
