OTU_ID,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,Taxon
OTU_135,0,0,0,0,72,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,20,0,0,292,0,0,Tylospora
OTU_155,0,0,0,0,0,0,0,0,0,288,0,14,0,50,44,0,0,0,0,0,0,0,0,0,0,0,0,Archaeorhizomyces
OTU_259,6,10,0,34,0,0,0,0,0,0,98,8,56,0,0,40,0,0,0,0,22,0,0,116,0,0,4,Thelephoraceae
OTU_311,24,0,16,0,0,0,14,0,0,0,18,6,0,4,0,4,4,0,0,90,4,20,0,70,12,44,64,Microbotryomycetes
OTU_157,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,Ascomycota
OTU_454,44,0,0,0,0,0,16,0,6,0,0,0,38,4,0,0,0,0,46,22,22,10,6,88,14,58,14,Oidiodendron_pilicola
OTU_197,0,0,0,0,0,0,0,0,18,4,4,0,6,84,0,0,0,4,200,0,0,8,48,0,0,0,0,Inocybe
OTU_153,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,Inocybe
OTU_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,176,0,0,0,12,0,Archaeorhizomyces
OTU_374,24,72,4,0,148,22,0,0,92,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaetothyriales
OTU_1319,0,0,0,0,0,0,0,0,0,42,0,20,0,62,6,172,0,4,0,0,0,0,0,40,4,8,0,Amanita
OTU_200,0,0,0,0,4,0,0,0,0,0,280,0,46,14,0,0,0,0,12,0,0,0,0,0,0,0,0,Cenococcum_geophilum
OTU_274,16,30,34,40,28,108,14,0,0,0,0,0,58,0,0,0,0,6,0,8,0,0,0,0,0,4,0,Agaricomycetes
OTU_171,16,0,0,0,0,320,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gymnostellatospora_canadensis
OTU_350,0,0,8,12,0,12,20,26,4,110,66,0,26,18,0,6,0,0,0,0,0,0,0,8,0,28,0,Oidiodendron_maius
OTU_509,0,32,18,0,0,4,48,0,12,0,0,6,48,0,0,56,32,20,42,0,0,0,0,0,0,0,26,Cortinarius
OTU_452,0,42,10,0,96,0,0,20,20,0,8,6,0,0,0,0,0,0,0,24,0,8,0,8,60,0,36,Bipolaris_brizae
OTU_1724,8,0,0,0,0,14,28,206,68,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_334,0,0,0,88,0,0,68,76,30,18,4,0,0,0,0,12,0,20,0,0,0,0,0,0,4,0,14,Geopora_clausa
OTU_418,12,0,22,0,0,0,0,0,0,0,12,0,8,0,0,0,0,14,42,0,0,42,0,142,36,4,0,Herpotrichiellaceae
OTU_136,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,Amanita_pantherina
OTU_146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,32,0,12,244,0,0,12,Sistotrema
OTU_239,0,4,38,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,4,138,0,4,8,Mortierella
OTU_414,6,4,14,56,52,42,0,0,0,16,0,64,4,8,0,4,0,0,4,0,0,0,26,0,0,26,0,Rasamsonia
OTU_583,0,0,0,0,28,0,0,0,0,0,62,0,0,0,8,4,0,18,0,0,4,40,46,50,36,30,0,Trichoderma
OTU_213,12,0,0,144,134,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herpotrichiellaceae
OTU_362,48,4,0,0,0,0,0,0,0,6,46,10,16,0,0,0,0,8,18,16,10,24,88,10,0,4,8,Chaetothyriales
OTU_377,6,8,14,52,8,14,22,0,4,0,44,0,0,6,0,0,0,4,10,12,14,4,16,62,4,6,4,Metapochonia_bulbillosa
OTU_399,20,0,0,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,4,6,0,26,108,14,116,0,0,Constantinomyces_nebulosus
OTU_251,4,148,0,0,0,30,0,0,0,0,44,0,12,50,0,0,0,0,0,0,8,0,0,0,0,0,10,Minimedusa_polyspora
OTU_264,4,12,12,10,0,0,4,0,0,34,126,32,10,20,10,24,4,0,0,0,4,0,0,0,0,0,0,Mortierella
OTU_208,0,6,0,142,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herpotrichiellaceae
OTU_455,16,36,16,0,4,46,46,0,42,18,20,12,20,0,12,0,12,4,0,0,0,0,0,0,0,0,0,Mortierella
OTU_230,0,0,0,0,0,0,4,98,4,0,0,0,0,0,0,0,0,0,30,0,0,160,0,0,0,0,6,Chaetothyriales
OTU_222,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,248,0,16,0,Lachnum
OTU_416,0,0,4,8,0,0,0,0,0,24,46,32,14,36,44,0,14,0,0,70,0,0,4,0,0,0,0,Chaetothyriales
OTU_365,0,0,0,0,0,0,0,0,0,44,118,26,30,20,4,12,4,0,10,0,12,0,0,8,0,4,0,Hyaloscyphaceae
OTU_356,22,10,16,4,8,64,4,0,0,0,0,0,0,0,0,0,0,0,52,0,0,8,56,10,34,0,0,Chrysozymaceae
OTU_1173,0,0,0,6,0,0,0,0,4,0,0,0,16,0,0,0,0,0,12,0,0,4,0,0,244,0,0,Helotiales
OTU_411,66,34,32,4,0,0,10,0,0,0,16,0,0,0,0,0,0,0,8,8,0,20,32,56,0,0,0,Tremellomycetes
OTU_1626,0,0,0,0,0,0,0,0,0,72,0,22,6,166,0,0,0,0,0,14,0,4,0,0,0,0,0,Archaeorhizomyces
OTU_358,18,32,8,34,66,0,0,0,36,10,8,8,0,10,22,0,6,0,0,0,0,0,4,0,0,0,16,Mortierellales
OTU_210,0,0,0,0,0,0,0,0,0,0,46,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaeorhizomyces
OTU_325,0,0,80,52,0,16,0,0,14,0,30,0,40,0,0,0,0,0,10,0,0,0,0,4,0,28,0,Tomentella
OTU_512,0,44,0,0,0,4,0,0,0,0,32,0,0,0,10,12,0,0,116,0,0,12,0,4,38,0,0,Serendipitaceae
OTU_547,52,44,32,0,10,36,8,22,4,8,12,8,8,4,0,0,0,0,6,0,4,6,0,8,0,0,0,Penicillium_roqueforti
OTU_300,14,8,4,28,0,0,6,0,24,4,0,102,0,0,12,0,0,0,4,0,0,58,0,0,0,0,0,Mortierella_amoeboidea
OTU_280,0,8,6,6,4,4,0,4,10,6,102,0,26,6,0,74,0,4,0,0,0,0,0,0,0,0,0,Oidiodendron_maius
OTU_314,18,34,52,0,0,0,0,12,6,0,0,0,4,0,0,0,22,86,0,0,0,0,0,6,0,0,20,Eurotiales
OTU_360,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,96,12,0,0,Thelephoraceae
OTU_1422,4,22,0,0,0,0,0,0,0,4,0,0,0,10,0,14,0,52,10,0,0,0,6,112,4,20,0,Pezoloma_ericae
OTU_421,12,12,0,0,0,0,0,0,4,0,42,38,6,10,26,4,14,0,4,0,4,62,0,10,4,0,0,Chaetothyriales
OTU_446,6,28,46,12,0,4,20,14,0,24,26,14,0,0,4,4,6,0,0,0,0,0,10,28,0,0,6,Ascomycota
OTU_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,114,0,0,10,0,0,Tomentella
OTU_510,46,58,16,32,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaetothyriales
OTU_658,20,22,4,24,20,44,8,6,10,0,64,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypocreales
OTU_963,16,0,32,0,0,0,0,0,0,0,46,8,6,12,32,0,12,12,0,16,12,0,10,0,32,0,0,Tremellomycetes
OTU_201,0,0,0,0,0,0,0,0,0,0,0,14,0,224,0,0,0,0,0,0,6,0,0,0,0,0,0,Pseudotomentella
OTU_1445,0,14,0,112,0,88,4,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,Agaricales
OTU_309,90,16,6,12,6,28,4,24,6,4,0,24,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,Agaricales
OTU_242,22,6,18,0,0,0,0,14,6,4,140,10,0,0,0,0,0,0,12,4,0,4,0,0,0,0,0,Leotiomycetes
OTU_336,0,0,0,0,0,0,0,0,0,0,0,4,0,0,68,0,10,4,36,0,0,46,0,0,72,0,0,Helotiales
OTU_163,0,0,0,0,0,0,0,0,0,230,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomentella_botryoides
OTU_1666,14,0,18,122,40,24,6,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,Geminibasidium
OTU_250,4,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cortinarius_croceus
OTU_359,16,34,14,4,82,30,0,22,4,0,0,10,0,0,0,4,0,0,0,0,0,6,0,8,0,0,0,Dothideomycetes
OTU_273,10,100,8,0,0,0,12,16,6,0,6,4,0,6,0,16,0,4,0,0,6,0,0,6,0,0,32,Gliomastix_tumulicola
OTU_253,0,0,0,0,0,0,0,0,0,0,0,0,8,0,198,0,18,4,0,0,0,0,0,0,0,0,0,Geoglossaceae
OTU_212,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cortinarius_badioflavidus
OTU_386,0,4,0,0,0,0,0,12,20,0,0,0,0,16,38,0,52,80,0,0,0,0,0,0,0,0,0,Paraphoma_radicina
OTU_316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,8,0,0,0,0,0,Eurotiomycetes
OTU_572,28,6,0,0,0,6,4,38,0,0,42,0,8,20,10,24,0,0,4,6,0,0,0,14,0,6,0,Ascomycota
OTU_430,0,0,0,0,0,8,0,0,0,0,0,0,0,168,0,8,0,4,14,4,0,0,0,0,8,0,0,Cenococcum
OTU_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,112,0,0,0,0,0,0,0,0,0,Ascomycota
OTU_1518,30,0,0,0,0,0,0,0,0,0,44,0,0,0,0,4,0,0,0,0,20,0,0,112,0,0,0,Hyaloscypha_finlandica
OTU_328,0,0,0,4,0,46,0,16,0,0,114,0,0,8,0,0,6,0,0,0,16,0,0,0,0,0,0,Dermateaceae
OTU_180,0,0,4,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hymenogaster_huthii
OTU_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,Dothideomycetes
OTU_322,6,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,Serendipita
OTU_376,0,0,0,0,0,58,34,14,96,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Helotiales
OTU_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,Neoconiothyrium_hakeae
OTU_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,Mortierella_angusta
OTU_460,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,6,100,24,34,0,0,0,Herpotrichiellaceae
OTU_1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,16,16,4,8,4,0,44,14,0,0,Pezoloma_ericae
OTU_354,58,84,0,0,10,0,0,0,0,0,8,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Tremellales
OTU_527,6,12,18,4,10,22,8,6,4,6,42,18,4,0,0,0,10,0,0,22,0,0,0,0,0,4,0,Sordariomycetes
OTU_286,0,0,10,0,0,0,144,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe
OTU_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,Serendipitaceae
OTU_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,84,6,0,6,0,0,0,Pezoloma_ericae
OTU_299,0,86,0,8,68,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,Phialocephala
OTU_548,0,30,52,4,0,56,16,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,Sagenomella
OTU_292,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,52,16,0,102,0,0,0,Pezoloma_ericae
OTU_602,12,8,0,30,52,16,10,0,0,4,0,22,0,0,14,0,8,8,0,0,0,0,0,0,0,0,0,Ceratobasidiaceae
OTU_338,0,0,96,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,Inocybe
OTU_431,10,18,0,12,0,76,10,16,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Capronia
OTU_193,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,Mortierella_gemmifera
OTU_443,32,10,0,4,16,0,4,4,24,0,22,0,0,0,0,4,0,0,0,0,54,0,0,0,0,0,0,Leotiomycetes
OTU_1656,10,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thelephora
OTU_341,4,68,4,0,10,4,16,0,0,0,0,0,0,10,14,0,4,12,12,0,0,10,0,4,0,0,0,Tremellodendropsidales
OTU_348,84,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,62,0,0,0,0,0,Helotiales
OTU_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,46,0,0,0,0,0,0,0,0,0,0,Geoglossaceae
OTU_479,14,38,10,0,0,0,0,0,12,0,4,14,12,12,8,12,10,24,0,0,0,0,0,0,0,0,0,Sporidiobolales
OTU_757,0,0,0,0,0,0,4,32,0,0,0,0,0,14,16,0,4,0,44,0,16,40,0,0,0,0,0,Cladophialophora
OTU_678,0,0,0,0,0,0,0,8,0,4,14,10,12,0,20,0,24,0,26,0,0,46,0,0,0,0,4,Cladophialophora
OTU_820,0,16,16,4,0,22,4,28,22,0,6,0,0,8,16,0,0,16,0,0,0,0,8,0,0,0,0,Tomentella
OTU_1224,38,0,26,0,0,0,14,0,0,10,0,0,0,52,0,16,6,0,0,0,0,0,0,0,0,0,0,Hyaloscypha_finlandica
OTU_227,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,Aureobasidium
OTU_228,0,130,0,0,12,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Fusicolla_septimanifiniscientiae
OTU_1573,0,0,60,4,0,14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,Tomentella_badia
OTU_211,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_amblyospora
OTU_218,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_1402,0,0,0,0,0,0,0,0,0,0,22,6,0,30,0,0,16,0,10,0,20,0,26,28,0,0,0,Rasamsonia
OTU_366,14,0,72,0,0,0,4,0,18,8,0,0,0,0,0,0,0,0,8,0,0,20,0,0,10,4,0,Agaricales
OTU_495,10,22,36,0,18,24,8,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GS37
OTU_224,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psathyrella_globosivelata
OTU_397,0,6,6,6,20,0,0,10,4,14,58,8,6,4,0,0,12,0,0,0,0,0,0,0,0,0,0,Cladophialophora
OTU_413,0,64,0,0,72,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,Helotiales
OTU_343,0,0,0,4,0,0,0,0,0,0,0,0,0,38,8,96,0,0,6,0,0,0,0,0,0,0,0,Amanita_excelsa
OTU_596,4,24,8,36,4,34,10,4,4,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,Clavaria
OTU_611,24,20,8,6,24,0,0,0,0,0,12,16,6,0,0,0,0,0,0,0,0,22,4,4,4,0,0,Cladophialophora
OTU_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,4,0,126,0,0,0,Cortinariaceae
OTU_795,0,4,4,4,0,20,0,4,0,0,72,0,0,10,0,16,10,0,0,0,0,0,0,0,0,4,0,Trichophaea
OTU_1049,0,40,0,0,0,6,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amanita_groenlandica
OTU_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,44,40,0,22,0,Helotiales
OTU_444,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,72,4,0,60,0,0,Phaeosphaeriaceae
OTU_214,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Hymenogaster_huthii
OTU_315,0,0,6,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,14,0,0,16,6,0,86,0,0,Tomentella
OTU_485,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,38,Herpotrichiellaceae
OTU_486,0,0,0,16,0,6,0,0,0,22,4,44,4,0,0,0,0,0,0,0,20,0,0,14,0,0,14,Venturiales
OTU_500,0,0,0,0,14,0,0,8,0,8,0,0,4,0,0,0,0,4,8,18,6,10,4,54,6,0,0,Trichoderma
OTU_447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,0,0,42,0,0,12,0,Tomentella_terrestris
OTU_480,30,0,72,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,6,Capnodiales
OTU_491,12,10,14,8,18,36,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,Devriesia
OTU_442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,30,0,0,88,0,0,Exophiala_xenobiotica
OTU_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_ericetorum
OTU_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,128,0,0,0,Clavaria_falcata
OTU_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,58,42,0,0,0,Chaetothyriales
OTU_388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,66,0,4,0,6,4,6,6,0,14,0,Helotiales
OTU_395,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,66,40,0,0,0,Ascomycota
OTU_448,4,20,46,0,0,0,0,0,6,0,20,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,Clavaria_falcata
OTU_579,0,0,0,0,0,8,36,0,0,4,6,6,8,16,32,0,0,4,0,0,0,4,0,0,0,10,0,Helotiales
OTU_986,0,0,0,0,0,6,118,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortierella
OTU_346,0,0,0,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuber_gennadii
OTU_417,4,6,6,16,8,52,20,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Udeniozyma
OTU_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,GS34
OTU_647,0,4,0,16,0,12,12,24,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Xenoacremonium_falcatum
OTU_266,0,0,0,0,0,4,0,0,0,0,0,108,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,Tremella
OTU_383,66,24,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,Cladophialophora
OTU_688,24,6,4,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,4,14,0,10,24,14,0,10,4,GS37
OTU_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,Polyscytalum_neofecundissimum
OTU_371,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_subnudipes
OTU_522,0,4,0,4,4,0,10,38,14,4,16,0,4,0,0,4,0,0,4,0,6,4,0,0,0,0,8,Cladophialophora
OTU_1465,14,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,18,16,0,8,0,12,0,4,0,Leucosporidiales
OTU_324,0,0,0,12,0,0,8,0,0,0,0,84,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,Agaricales
OTU_473,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,38,0,6,40,8,0,Geminibasidium_donsium
OTU_677,12,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,20,0,6,12,0,30,Helotiales
OTU_691,0,10,6,0,0,4,0,0,32,0,22,8,8,12,4,0,0,6,0,4,0,0,0,0,0,4,0,Hebeloma_cistophilum
OTU_1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,22,0,0,Cortinarius_fragrantissimus
OTU_467,0,0,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,0,18,6,0,0,Syzygospora
OTU_740,0,14,0,0,0,0,0,0,0,0,8,0,4,0,16,0,0,14,38,0,0,20,0,0,0,4,0,Mortierella_amoeboidea
OTU_918,0,0,0,0,0,0,66,30,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,Ascomycota
OTU_268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,4,0,0,0,98,Pseudeurotium
OTU_290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,88,0,Helotiales
OTU_462,0,0,0,0,0,6,0,56,0,0,0,4,8,0,0,0,20,0,0,4,0,0,0,8,0,10,0,Trichoderma_spirale
OTU_593,0,0,40,0,0,14,10,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Talaromyces_albobiverticillius
OTU_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,Candelaria
OTU_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,Mycena_epipterygia
OTU_743,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,12,0,Mortierella_basiparvispora
OTU_254,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Piloderma
OTU_476,0,0,0,0,0,0,0,0,0,0,36,28,0,0,42,0,4,0,0,0,0,0,0,0,0,0,0,Ascomycota
OTU_505,0,0,4,0,0,4,0,0,0,62,0,0,0,0,14,0,0,0,0,20,6,0,0,0,0,0,0,Mortierellaceae
OTU_618,14,12,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,20,Herpotrichiellaceae
OTU_494,6,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,44,Cladobotryum_tenue
OTU_652,0,0,0,0,0,0,10,44,12,0,0,12,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,Archaeorhizomyces
OTU_637,26,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,30,0,0,22,Helotiales
OTU_293,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herpotrichiellaceae
OTU_373,0,0,0,0,0,0,12,80,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Pyronemataceae
OTU_501,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,Cortinarius_purpurascens
OTU_570,0,0,14,0,0,6,0,0,6,0,32,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,Tomentella
OTU_406,0,10,0,0,0,34,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomentella
OTU_481,0,0,0,0,0,0,0,16,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leotiomycetes
OTU_675,0,0,22,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,4,10,10,0,0,Volutella
OTU_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,4,38,0,6,10,Carcinomyces_polyporina
OTU_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,4,0,0,6,0,0,Lecanicillium_fusisporum
OTU_345,4,0,0,0,76,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Metarhizium_marquandii
OTU_352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,70,20,0,0,0,0,0,0,0,0,0,Helotiales
OTU_369,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sporidiobolales
OTU_721,0,0,0,0,0,0,0,0,0,8,0,14,22,0,22,0,0,4,4,0,0,0,6,4,12,0,0,Geomyces_auratus
OTU_404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,58,0,0,0,4,0,Helotiales
OTU_532,0,0,0,0,0,0,0,0,0,0,0,0,4,6,30,0,0,32,0,22,0,0,0,0,0,0,0,Tomentella
OTU_574,0,0,18,0,0,28,30,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0,4,0,Trimmatostroma_salicis
OTU_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,Herpotrichiellaceae
OTU_318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,Ramimonilia_apicalis
OTU_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,Crinipellis_scabella
OTU_391,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuphophyllus
OTU_449,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,Cortinarius
OTU_518,0,0,0,0,0,8,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,4,0,46,0,0,6,Verrucaria
OTU_560,0,8,0,0,0,0,0,0,0,4,0,32,8,0,34,0,0,0,0,0,6,0,0,0,0,0,0,Ascomycota
OTU_576,0,16,8,10,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,Ascomycota
OTU_601,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,56,0,0,0,0,0,Mollisia_cinerea
OTU_660,0,20,0,12,0,0,4,0,0,0,0,8,0,0,10,10,4,20,0,0,0,0,4,0,0,0,0,Helotiales
