OTU_ID	Rank_1	Rank_2	Rank_3	Rank_4	Rank_5	Rank_6	Rank_7	Rank_8	Isolate	Isolate_percent_id
OTU_7194	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_azambacteria_1						0
OTU_7195	Bacteria_1	Fibrobacterota_1	Fibrobacteria_1	Fibrobacterales_1	Fibrobacteraceae_1	Uncultured_229				0
OTU_7196	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1	Omnitrophaceae_1	Candidatus_omnitrophus_1				0
OTU_7197	Bacteria_1									0
OTU_7198	Bacteria_1	Patescibacteria_1	Parcubacteria_1							0
OTU_7199	Bacteria_1	Fcpu426_1							2_EST_B3	79.762
OTU_7200	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Reyranellales_1	Reyranellaceae_1	Reyranella_1			15_INT_B3	85.141
OTU_7201	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_7202	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7203	Bacteria_1	Patescibacteria_1	Wwe3_1						3_100_B2	73.518
OTU_7204	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Paracaedibacterales_1	Paracaedibacteraceae_1	Candidatus_paracaedibacter_1			8_40_B7	84.646
OTU_7205	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58			3_INT_B2	89.600
OTU_7206	Bacteria_1	Firmicutes_1	Bacilli_1	Paenibacillales_1	Paenibacillaceae_1	Paenibacillus_1			4_200_B3	92.400
OTU_7207	Bacteria_1	Planctomycetota_1	Om190_1	Uncultured_bacterium_1098						0
OTU_7208	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Caldilineales_1	Caldilineaceae_1	Uncultured_185			2_EST_B3	79.762
OTU_7209	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Thermomicrobiales_1	Akyg1722_1					0
OTU_7210	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1	Sphingomonas_1			14_T_B4	88.189
OTU_7211	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1			15_INT_B3	79.498
OTU_7212	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	SM2D12_1					0
OTU_7213	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Uncultured_11					0
OTU_7214	Bacteria_1									0
OTU_7215	Bacteria_1									0
OTU_7216	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1					8_EST_B3	81.961
OTU_7217	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1						0
OTU_7218	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Acidobacteriales_1	Uncultured_7				15_100_B4	82.400
OTU_7219	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Aurantisolimonas_1				0
OTU_7220	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_7221	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1						0
OTU_7222	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Devosiaceae_1				8_40_B7	89.200
OTU_7223	Bacteria_1	Patescibacteria_1	Parcubacteria_1							0
OTU_7224	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptosporangiales_1	Thermomonosporaceae_1				16_40_B2	91.600
OTU_7225	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Ga0077536_1	Uncultured_bacterium_479				3_INT_B2	86.853
OTU_7226	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Gemmatimonas_1			12_200_B4	79.921
OTU_7227	Bacteria_1	Gemmatimonadota_1	Longimicrobia_1	Longimicrobiales_1	Longimicrobiaceae_1	Yc-zss-lkj147_1			15_INT_B3	79.184
OTU_7228	Bacteria_1	Firmicutes_1	Incertae_sedis_5	Dtu014_1					4_200_B3	84.861
OTU_7229	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_7230	Bacteria_1	Chloroflexi_1	Jg30-kf-cm66_1						17_INT_B2	80.876
OTU_7231	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Legionellales_1	Legionellaceae_1	Legionella_1			3_INT_B2	84.400
OTU_7232	Bacteria_1	Acidobacteriota_1	Subgroup_22_1							0
OTU_7233	Bacteria_1	Planctomycetota_1	Vadinha49_1						12_200_B4	77.328
OTU_7234	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Steroidobacterales_1	Steroidobacteraceae_1	Steroidobacter_1			3_INT_B2	87.698
OTU_7235	Bacteria_1	Firmicutes_1	Clostridia_1	Hungateiclostridiaceae_1	Uncultured_24				4_200_B4	86.056
OTU_7236	Bacteria_1	Chloroflexi_1	Kd4-96_1						17_INT_B2	85.200
OTU_7237	Bacteria_1	Patescibacteria_1	Parcubacteria_1							0
OTU_7238	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1				0
OTU_7239	Bacteria_1									0
OTU_7240	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7241	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_yanofskybacteria_1						0
OTU_7242	Bacteria_1	Firmicutes_1	Desulfitobacteriia_1	Desulfitobacteriales_1	Desulfitobacteriaceae_1	Desulfosporosinus_1			4_200_B3	88.400
OTU_7243	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	0319-7l14_1					15_100_B4	88.446
OTU_7244	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Uncultured_11	Uncultured_bacterium_133				0
OTU_7245	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Saprospiraceae_1	Uncultured_38				0
OTU_7246	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_moranbacteria_1						0
OTU_7247	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Tepidisphaeraceae_1					0
OTU_7248	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1					14_T_B4	90.800
OTU_7249	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0
OTU_7250	Bacteria_1	Chloroflexi_1	Olb14_1							0
OTU_7251	Bacteria_1	Elusimicrobiota_1	Elusimicrobia_1	Lineage_iv_1					2_EST_B3	73.518
OTU_7252	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1						0
OTU_7253	Bacteria_1								7_100_B9	83.740
OTU_7254	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Rhizobiaceae_1				14_T_B4	94.400
OTU_7255	Bacteria_1	Chloroflexi_1	Dehalococcoidia_1	Sar202_clade_1						0
OTU_7256	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1	Ym_1	S32_1	Tm7_1			0
OTU_7257	Bacteria_1	Chloroflexi_1	Tk10_1							0
OTU_7258	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Hymenobacteraceae_1	Hymenobacter_1			5_EST_B1	76.680
OTU_7259	Bacteria_1								12_200_B4	78.175
OTU_7260	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Uncultured_212				15_100_B4	86.000
OTU_7261	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Anaeromyxobacteraceae_1	Anaeromyxobacter_1				0
OTU_7262	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Saprospiraceae_1	Aureispira_1				0
OTU_7263	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7264	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Om27_clade_1			15_100_B4	81.349
OTU_7265	Bacteria_1									0
OTU_7266	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1					2_EST_B8	88.048
OTU_7267	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1			15_INT_B1	79.556
OTU_7268	Bacteria_1									0
OTU_7269	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_moranbacteria_1						0
OTU_7270	Bacteria_1	Chloroflexi_1	Dehalococcoidia_1	S085_1					14_T_B4	80.556
OTU_7271	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Sc-i-84_1				2_EST_B8	89.600
OTU_7272	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rickettsiales_1	Sm2d12_1				8_40_B7	83.333
OTU_7273	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_7274	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1					0
OTU_7275	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1						0
OTU_7276	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1						0
OTU_7277	Bacteria_1	Myxococcota_1	bacteriap25_1						15_INT_B3	78.715
OTU_7278	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1	Omnitrophaceae_1	Candidatus_omnitrophus_1				0
OTU_7279	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7280	Bacteria_1									0
OTU_7281	Bacteria_1								12_200_B4	83.600
OTU_7282	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7283	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1					5_EST_B1	75.397
OTU_7284	Bacteria_1	Patescibacteria_1	Parcubacteria_1	Candidatus_azambacteria_1						0
OTU_7285	Bacteria_1	Firmicutes_1	Clostridia_1	Peptostreptococcales-tissierellales_1	Finegoldia_1				4_200_B3	83.665
OTU_7286	Bacteria_1	Latescibacterota_1							15_100_B4	79.839
OTU_7287	Bacteria_1	Planctomycetota_1	Om190_1							0
OTU_7288	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1						0
OTU_7289	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	Uncultured_bacterium_31					0
OTU_7290	Bacteria_1	Myxococcota_1	Polyangia_1	Haliangiales_1	Haliangiaceae_1	Haliangium_1			14_T_B4	84.064
OTU_7291	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1	Roseomonas_1			12_200_B4	86.111
OTU_7292	Bacteria_1	Patescibacteria_1	Aby1_1	Candidatus_kuenenbacteria_1						0
OTU_7293	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Legionellales_1	Legionellaceae_1	Legionella_1			3_INT_B2	85.714
OTU_7294	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	P3ob-42_1				0
OTU_7295	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Ds-100_1					8_40_B7	82.000
OTU_7296	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Chloroflexaceae_1	Ffch7168_1				0
OTU_7297	Bacteria_1	Chloroflexi_1	Tk10_1							0
OTU_7298	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1	Omnitrophaceae_1	Candidatus_omnitrophus_1				0
OTU_7299	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Burkholderiaceae_1	Uncultured_223			4_200_B3	79.762
OTU_7300	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhodobacterales_1	Rhodobacteraceae_1				14_T_B4	94.821
OTU_7301	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1			8_EST_B3	78.423
OTU_7302	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1				14_T_B4	89.243
OTU_7303	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1					4_200_B3	80.000
OTU_7304	Bacteria_1	Elusimicrobiota_1	Elusimicrobia_1	Mvp-88_1					3_100_B2	76.961
OTU_7305	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Pyrinomonadales_1	Pyrinomonadaceae_1	Rb41_1			14_T_B4	76.016
OTU_7306	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1			7_100_B9	73.663
OTU_7307	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Microscillaceae_1	Olb12_1				0
OTU_7308	Bacteria_1	Myxococcota_1	Polyangia_1	Blfdi19_1					8_40_B7	83.534
OTU_7309	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1						0
OTU_7310	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0
OTU_7311	Bacteria_1	Armatimonadota_1	Armatimonadia_1	Armatimonadales_1					15_INT_B3	83.133
OTU_7312	Bacteria_1									0
OTU_7313	Bacteria_1									0
OTU_7314	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1	Lwq8_1					0
OTU_7315	Bacteria_1	Mbnt15_1							12_100_B4	82.573
OTU_7316	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Uncultured_60				8_INT_B1	80.400
OTU_7317	Archaea_1	Nanoarchaeota_1	Nanoarchaeia_1	Woesearchaeales_1						0
OTU_7318	Bacteria_1	SAR324_clade(Marine_group_B)_1							5_200_B6	79.352
OTU_7319	Bacteria_1	Fibrobacterota_1	Fibrobacteria_1	Fibrobacterales_1	Fibrobacteraceae_1	Possible_genus_04_1				0
OTU_7320	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Gammaproteobacteria_incertae_sedis_1	Unknown_family_1				13_T_B4	88.400
OTU_7321	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1						0
OTU_7322	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1			5_EST_B1	77.500
OTU_7323	Bacteria_1									0
OTU_7324	Bacteria_1	Verrucomicrobiota_1	Chlamydiae_1	Chlamydiales_1	Parachlamydiaceae_1	Candidatus_Protochlamydia_1				0
OTU_7325	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Roseiflexaceae_1	Uncultured_156				0
OTU_7326	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7327	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1	Vicinamibacter_1			15_INT_B3	82.186
OTU_7328	Bacteria_1								8_EST_B3	77.236
OTU_7329	Bacteria_1	Chloroflexi_1	Dehalococcoidia_1	Fw22_1						0
OTU_7330	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1						0
OTU_7331	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7332	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Roseiflexaceae_1				12_40_B3	75.494
OTU_7333	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Saprospiraceae_1					0
OTU_7334	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	AKYH767_1				13_EST_B1	83.333
OTU_7335	Bacteria_1	Actinobacteriota_1	Rubrobacteria_1	Rubrobacterales_1	Rubrobacteriaceae_1	Rubrobacter_1			13_40_B2	84.000
OTU_7336	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7337	Bacteria_1	Elusimicrobiota_1	Lineage_iib_1							0
OTU_7338	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Corynebacteriales_1					12_100_B5	95.600
OTU_7339	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Aquicella_1			17_INT_B2	77.869
OTU_7340	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Segetibacter_1			13_EST_B1	84.615
OTU_7341	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0
OTU_7342	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Weeksellaceae_1	Cloacibacterium_1			13_EST_B1	90.837
OTU_7343	Bacteria_1	Patescibacteria_1	Microgenomatia_1							0
OTU_7344	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Steroidobacterales_1	Steroidobacteraceae_1	Uncultured_195			3_INT_B2	88.000
OTU_7345	Bacteria_1	Myxococcota_1	Polyangia_1	Blfdi19_1					14_T_B4	81.200
OTU_7346	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7347	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Uncultured_196				8_40_B7	92.400
OTU_7348	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	P3ob-42_1			12_40_B4	84.000
OTU_7349	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1			5_EST_B1	74.074
OTU_7350	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Uncultured_60				8_INT_B1	79.200
OTU_7351	Bacteria_1									0
OTU_7352	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Birii41_1				15_INT_B3	80.645
OTU_7353	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Ardenticatenales_1	Uncultured_153				8_40_B7	81.423
OTU_7354	Bacteria_1	Tx1a-33_1							4_200_B4	85.772
OTU_7355	Bacteria_1	Sumerlaeota_1	Sumerlaeia_1	Sumerlaeales_1	Sumerlaeaceae_1	Sumerlaea_1			14_T_B4	77.953
OTU_7356	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1					0
OTU_7357	Bacteria_1	Armatimonadota_1							2_EST_B3	80.952
OTU_7358	Bacteria_1	Acidobacteriota_1	Thermoanaerobaculia_1	Thermoanaerobaculales_1	Thermoanaerobaculaceae_1	Subgroup_10_1			12_200_B4	84.146
OTU_7359	Bacteria_1	Verrucomicrobiota_1	Omnitrophia_1	Omnitrophales_1						0
OTU_7360	Bacteria_1	Gemmatimonadota_1	Longimicrobia_1	Longimicrobiales_1	Longimicrobiaceae_1	Yc-zss-lkj147_1			15_INT_B3	80.165
OTU_7361	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0
OTU_7362	Bacteria_1									0
OTU_7363	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0
OTU_7364	Bacteria_1	Chloroflexi_1	Olb14_1							0
OTU_7365	Bacteria_1	Actinobacteriota_1	MB-A2-108_1							0
OTU_7366	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Bacteroidales_1	Bacteroidetes_vadinha17_1				13_EST_B1	86.508
OTU_7367	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pirellula_1				0
OTU_7368	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Polyangiaceae_1	Pajaroellobacter_1			8_40_B7	81.781
OTU_7369	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Acetobacterales_1	Acetobacteraceae_1					0
OTU_7370	Bacteria_1	Desulfobacterota_1	Desulfuromonadia_1	Geobacterales_1	Geobacteraceae_1				12_40_B9	78.884
OTU_7371	Bacteria_1									0
OTU_7372	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7373	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_7374	Bacteria_1									0
OTU_7375	Bacteria_1								5_EST_B1	78.088
OTU_7376	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1						14_T_B4	90.000
OTU_7377	Bacteria_1	Patescibacteria_1	Microgenomatia_1							0
OTU_7378	Bacteria_1	Actinobacteriota_1							12_200_B4	79.447
OTU_7379	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0
OTU_7380	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7381	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7382	Bacteria_1	Planctomycetota_1	Pla4_lineage_1							0
OTU_7383	Bacteria_1								8_EST_B3	82.114
OTU_7384	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Acidobacteriales_1	Uncultured_7					0
OTU_7385	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Sandaracinaceae_1	Sandaracinus_1			2_EST_B3	84.462
OTU_7386	Bacteria_1	Myxococcota_1	Polyangia_1	Haliangiales_1	Haliangiaceae_1	Haliangium_1			13_T_B4	84.400
OTU_7387	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_7388	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_7389	Bacteria_1	Cyanobacteria_1	Sericytochromatia_1						15_INT_B3	80.237
OTU_7390	Bacteria_1	Elusimicrobiota_1	Lineage_iic_1							0
OTU_7391	Bacteria_1	Desulfobacterota_1								0
OTU_7392	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	uncultured_58			3_INT_B2	87.251
OTU_7393	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhodospirillales_1	Uncultured_93				14_T_B4	88.048
OTU_7394	Bacteria_1	Patescibacteria_1	Saccharimonadia_1	Saccharimonadales_1						0
OTU_7395										0
OTU_7396	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1					0
OTU_7397	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Polyangiaceae_1	Sorangium_1			8_40_B7	79.032
OTU_7398	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1						0
OTU_7399	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Taibaiella_1			13_EST_B1	80.972
OTU_7400	Bacteria_1	Armatimonadota_1	uncultured_53						16_40_B2	79.283
OTU_7401	Bacteria_1	Firmicutes_1								0
OTU_7402	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1					0
OTU_7403	Bacteria_1	Chloroflexi_1	Tk10_1							0
OTU_7404	Bacteria_1	Myxococcota_1	Polyangia_1						13_EST_B5	84.800
OTU_7405	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Subgroup_17_1					15_INT_B3	80.408
OTU_7406	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	S-bq2-57_soil_group_1					6_200_B8	76.955
OTU_7407	Bacteria_1								12_200_B4	74.074
OTU_7408	Bacteria_1									0
OTU_7409	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Pyrinomonadales_1	Pyrinomonadaceae_1	Rb41_1			14_T_B4	79.268
OTU_7410	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	Uncultured_78				0
OTU_7411	Bacteria_1	Desulfobacterota_1	Uncultured_47						8_40_B7	80.080
OTU_7412	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_7413	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Micropepsales_1	Micropepsaceae_1	Uncultured_122			8_40_B7	86.853
OTU_7414	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Ardenticatenales_1	Uncultured_153					0
OTU_7415	Bacteria_1	Bacteroidota_1	Kryptonia_1	Kryptoniales_1	Bsv26_1	Uncultured_bacterium_333			15_100_B4	78.175
OTU_7416	Bacteria_1	Acidobacteriota_1	At-s3-28_1						14_T_B4	79.200
OTU_7417	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Rbg-13-54-9_1						0
OTU_7418	Bacteria_1									0
OTU_7419	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	uncultured_78				0
OTU_7420	Bacteria_1	Hydrogenedentes_1	Hydrogenedentia_1	Hydrogenedentiales_1	Hydrogenedensaceae_1				14_T_B4	83.200
OTU_7421	Bacteria_1	Fibrobacterota_1	Fibrobacteria_1	Fibrobacterales_1	Fibrobacteraceae_1	Possible_genus_04_1				0
OTU_7422	Bacteria_1									0
OTU_7423	Bacteria_1	Patescibacteria_1	Microgenomatia_1	Candidatus_collierbacteria_1						0
OTU_7424	Bacteria_1	Proteobacteria_1								0
OTU_7425	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Enterobacterales_1	Enterobacteriaceae_1	Escherichia-shigella_1			8_INT_B1	96.800
OTU_7426	Bacteria_1	Dependentiae_1	Babeliae_1	Babeliales_1	Vermiphilaceae_1					0
OTU_7427	Bacteria_1	Firmicutes_1	Limnochordia_1	Hydrogenispora_1					4_200_B4	81.200
OTU_7428	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Micropepsales_1	Micropepsaceae_1	Uncultured_122			8_100_B1	87.649
OTU_7429	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Ns11-12_marine_group_1					0
OTU_7430	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1	P3ob-42_1				0
OTU_7431	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pir4_lineage_1				0
OTU_7432	Bacteria_1	Myxococcota_1	Myxococcia_1	Myxococcales_1	Myxococcaceae_1					0
OTU_7433	Bacteria_1	Firmicutes_1	Clostridia_1	Hungateiclostridiaceae_1					4_20_B6	86.056
OTU_7434	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Uncultured_181					15_100_B4	85.600
OTU_7435	Bacteria_1	Armatimonadota_1	Chthonomonadetes_1	Chthonomonadales_1	Chthonomonadaceae_1	Chthonomonas_1				0
OTU_7436	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Diplorickettsiales_1	Diplorickettsiaceae_1	Uncultured_58				0
OTU_7437	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1						14_T_B4	73.469
