OTU_ID	Rank_1	Rank_2	Rank_3	Rank_4	Rank_5	Rank_6	Rank_7	Rank_8	Isolate	Isolate_percent_id
OTU_1455	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_1456	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Akyh767_1				13_EST_B1	85.654
OTU_1457	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1	uncultured_bacterium_669				16_40_B2	84.861
OTU_1458	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1						16_40_B2	87.251
OTU_1459	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Xanthomonadales_1	Xanthomonadaceae_1	Lysobacter_1			7_100_B9	92.829
OTU_1460	Bacteria_1	Latescibacterota_1	Uncultured_bacterium_90						15_100_B4	80.488
OTU_1461	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Iamiaceae_1	Iamia_1			5_T_B4	83.267
OTU_1462	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Ardenticatenales_1	Uncultured_153					0
OTU_1463	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_1464	Bacteria_1	Acidobacteriota_1	Subgroup_5_1						15_100_B4	83.200
OTU_1465	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_1466	Bacteria_1	Chloroflexi_1	Chloroflexia_1							0
OTU_1467	Archaea_1	Crenarchaeota_1	Nitrososphaeria_1	Nitrososphaerales_1	Nitrososphaeraceae_1					0
OTU_1468	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Uncultured_11					0
OTU_1469	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Gemmata_1				0
OTU_1470	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Subgroup_17_1					8_40_B7	81.633
OTU_1471	Bacteria_1	Armatimonadota_1	Uncultured_53	uncultured_bacterium_52					17_INT_B2	83.200
OTU_1472	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Verrucomicrobiales_1	Verrucomicrobiaceae_1	Roseimicrobium_1				0
OTU_1473	Bacteria_1	Firmicutes_1	Clostridia_1	Clostridiales_1	Clostridiaceae_1	Clostridium_sensu_stricto_10_1			4_20_B6	84.861
OTU_1474	Bacteria_1								15_100_B4	82.540
OTU_1475	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1					15_100_B4	85.484
OTU_1476	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1					7_100_B1	83.465
OTU_1477	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	Anaerolinea_1				0
OTU_1478	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Frankiales_1	Cryptosporangiaceae_1	Cryptosporangium_1			15_100_B4	92.800
OTU_1479	Bacteria_1	Methylomirabilota_1	Methylomirabilia_1	Rokubacteriales_1					12_100_B4	80.242
OTU_1480	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Uncultured_196				14_T_B4	89.641
OTU_1481	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Cl500-3_1			12_40_B4	77.165
OTU_1482	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Crocinitomicaceae_1	Fluviicola_1				0
OTU_1483	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Elsterales_1	Uncultured_143				14_T_B4	86.905
OTU_1484	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Sc-i-84_1				2_EST_B8	88.400
OTU_1485	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Bryobacterales_1	Bryobacteraceae_1	Bryobacter_1			15_100_B4	78.261
OTU_1486	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Defluviicoccales_1	Uncultured_88				8_40_B7	84.064
OTU_1487	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Gemmata_1				0
OTU_1488	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Verrucomicrobiales_1	Verrucomicrobiaceae_1	Uncultured_141				0
OTU_1489	Bacteria_1	Armatimonadota_1	Uncultured_53						17_INT_B2	83.730
OTU_1490	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Nitrosomonadaceae_1	Ellin6067_1			7_100_B7	87.200
OTU_1491	Bacteria_1	Planctomycetota_1	Vadinha49_1						7_100_B9	77.510
OTU_1492	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Uncultured_181					15_100_B4	88.710
OTU_1493	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1	Rhizorhapis_1			14_T_B4	90.514
OTU_1494	Bacteria_1									0
OTU_1495	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Flavobacteriales_1	Flavobacteriaceae_1	Flavobacterium_1			13_EST_B1	86.905
OTU_1496	Bacteria_1	Armatimonadota_1	Fimbriimonadia_1	Fimbriimonadales_1	Fimbriimonadaceae_1					0
OTU_1497	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Uncultured_181					15_100_B4	90.283
OTU_1498	Bacteria_1	Entotheonellaeota_1	Entotheonellia_1	Entotheonellales_1	Entotheonellaceae_1					0
OTU_1499	Bacteria_1	Desulfobacterota_1	Desulfobulbia_1	Desulfobulbales_1	Desulfocapsaceae_1				3_INT_B2	86.800
OTU_1500	Bacteria_1	Planctomycetota_1	Om190_1							0
OTU_1501	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Verrucomicrobiales_1	Verrucomicrobiaceae_1	Roseimicrobium_1				0
OTU_1502	Bacteria_1	Armatimonadota_1	Uncultured_53							0
OTU_1503	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1				5_T_B4	84.524
OTU_1504	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	C0119_1	Uncultured_bacterium_1277				8_EST_B3	78.884
OTU_1505	Bacteria_1	Firmicutes_1	Limnochordia_1	Hydrogenispora_1					4_200_B4	81.673
OTU_1506	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Uncultured_76			12_200_B4	79.435
OTU_1507	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Birii41_1				8_40_B7	78.049
OTU_1508	Bacteria_1	Chloroflexi_1	Kd4-96_1							0
OTU_1509	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Sphingomonadales_1	Sphingomonadaceae_1	Sphingomonas_1			14_T_B4	88.142
OTU_1510	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_1511	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Sc-i-84_1				8_EST_B3	86.800
OTU_1512	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_1513	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Rhodomicrobiaceae_1	Rhodomicrobium_1			8_40_B7	92.430
OTU_1514	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptomycetales_1	Streptomycetaceae_1	Streptomyces_1			16_40_B2	93.600
OTU_1515	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_1516	Bacteria_1	Acidobacteriota_1	Thermoanaerobaculia_1	Thermoanaerobaculales_1	Thermoanaerobaculaceae_1	Subgroup_10_1			4_200_B4	81.224
OTU_1517	Bacteria_1	Latescibacterota_1	Latescibacteria_1	Latescibacterales_1	Latescibacteraceae_1				16_40_B2	84.146
OTU_1518	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Microscillaceae_1	Uncultured_43				0
OTU_1519	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_1520	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Env.ops_17_1					0
OTU_1521	Bacteria_1	Methylomirabilota_1	Methylomirabilia_1	Rokubacteriales_1					7_100_B3	79.352
OTU_1522	Bacteria_1								3_INT_B2	80.894
OTU_1523	Bacteria_1	Armatimonadota_1	Fimbriimonadia_1	Fimbriimonadales_1	Fimbriimonadaceae_1					0
OTU_1524	Bacteria_1	Latescibacterota_1							12_200_B4	78.313
OTU_1525	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	R7c24_1					13_T_B4	85.657
OTU_1526	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pir4_lineage_1				0
OTU_1527	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Iamiaceae_1	Iamia_1				0
OTU_1528	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Steroidobacterales_1	Steroidobacteraceae_1	Steroidobacter_1			3_INT_B2	89.200
OTU_1529	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Uncultured_196				14_T_B4	90.800
OTU_1530	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Sm1a02_1				0
OTU_1531	Bacteria_1	Desulfobacterota_1							8_INT_B1	83.600
OTU_1532	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Cytophagaceae_1	Cytophaga_1				0
OTU_1533	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Blastocatellales_1	Blastocatellaceae_1				14_T_B4	79.297
OTU_1534	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Birii41_1				15_INT_B3	80.488
OTU_1535	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Tepidisphaerales_1	Wd2101_soil_group_1					0
OTU_1536	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Gemmatimonas_1			12_200_B4	77.236
OTU_1537	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1						15_100_B4	87.045
OTU_1538	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Caldilineales_1	Caldilineaceae_1	Uncultured_185				0
OTU_1539	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	C0119_1						0
OTU_1540	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Hyphomonadaceae_1	Swb02_1			14_T_B4	86.000
OTU_1541	Bacteria_1	Latescibacterota_1							2_EST_B3	81.349
OTU_1542	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Bacteroidales_1	Prolixibacteraceae_1	Wchb1-32_1				0
OTU_1543	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Kallotenuales_1	Akiw781_1				12_100_B4	75.889
OTU_1544	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1						16_40_B2	85.200
OTU_1545	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Rubinisphaeraceae_1	Sh-pl14_1				0
OTU_1546	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Phycisphaerales_1	Phycisphaeraceae_1	Akyg587_1				0
OTU_1547	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Bacteroidales_1	Sb-5_1				7_100_B9	72.619
OTU_1548	Bacteria_1	Latescibacterota_1							16_40_B2	80.400
OTU_1549	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_1550	Bacteria_1	Acidobacteriota_1	Subgroup_18_1						15_INT_B3	82.540
OTU_1551	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Ardenticatenales_1	uncultured_153					0
OTU_1552	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Pseudonocardiales_1	Pseudonocardiaceae_1	Pseudonocardia_1			12_100_B5	89.600
OTU_1553	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Corynebacteriales_1	Mycobacteriaceae_1	Mycobacterium_1			12_100_B5	97.200
OTU_1554	Bacteria_1	Gemmatimonadota_1	Longimicrobia_1	Longimicrobiales_1	Longimicrobiaceae_1				14_T_B4	82.470
OTU_1555	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101					12_200_B4	85.433
OTU_1556	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	Ktedonobacterales_1	Ktedonobacteraceae_1				14_INT_B1	78.039
OTU_1557	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Bdellovibrio_1			8_INT_B1	82.041
OTU_1558	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1					15_100_B4	84.064
OTU_1559	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Burkholderiaceae_1	Cupriavidus_1			7_100_B7	88.446
OTU_1560	Bacteria_1	Actinobacteriota_1							15_100_B4	85.200
OTU_1561	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1				5_T_B4	84.921
OTU_1562	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptosporangiales_1	Thermomonosporaceae_1				5_200_B2	88.000
OTU_1563	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Verrucomicrobiales_1	Verrucomicrobiaceae_1	Uncultured_141				0
OTU_1564	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Bryobacterales_1	Bryobacteraceae_1	Bryobacter_1			8_EST_B3	80.556
OTU_1565	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Gaiellales_1	Uncultured_48					0
OTU_1566	Bacteria_1	Firmicutes_1	Clostridia_1	Lachnospirales_1	Lachnospiraceae_1				4_20_B6	86.056
OTU_1567	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Ccm11a_1						0
OTU_1568	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Cytophagales_1	Cytophagaceae_1	Sporocytophaga_1				0
OTU_1569	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_1570	Bacteria_1	Chloroflexi_1	Ktedonobacteria_1	C0119_1						0
OTU_1571	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Puia_1			13_EST_B1	82.449
OTU_1572	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1						3_INT_B2	89.200
OTU_1573	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Imcc26256_1					5_T_B4	83.267
OTU_1574	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Micromonosporales_1	Micromonosporaceae_1				6_200_B8	92.369
OTU_1575	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	uncultured_36			13_EST_B1	83.333
OTU_1576	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_1577	Bacteria_1	Myxococcota_1	Polyangia_1	Nannocystales_1	Nannocystaceae_1	Nannocystis_1			14_T_B4	81.496
OTU_1578	Bacteria_1	Firmicutes_1	Clostridia_1	Hungateiclostridiaceae_1					4_20_B6	84.800
OTU_1579	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Roseiflexaceae_1	Uncultured_156				0
OTU_1580	Bacteria_1	Acidobacteriota_1	Vicinamibacteria_1	Vicinamibacterales_1	Vicinamibacteraceae_1				8_INT_B1	82.470
OTU_1581	Bacteria_1	Chloroflexi_1	Tk10_1						12_200_B4	75.000
OTU_1582	Bacteria_1	Gemmatimonadota_1	S0134_terrestrial_group_1						12_200_B4	80.876
OTU_1583	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Uncultured_11					0
OTU_1584	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Micromonosporales_1	Micromonosporaceae_1				6_200_B8	89.558
OTU_1585	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Acidobacteriales_1	Acidobacteriaceae_(subgroup_1)_1	Uncultured_92				0
OTU_1586	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Edaphobaculum_1			13_EST_B1	86.179
OTU_1587	Bacteria_1	Wps-2_1								0
OTU_1588	Bacteria_1	Gemmatimonadota_1	Longimicrobia_1	Longimicrobiales_1	Longimicrobiaceae_1				8_40_B7	81.673
OTU_1589	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Pirellula_1				0
OTU_1590	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	Mle1-8_1						0
OTU_1591	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	11-24_1					15_INT_B3	82.283
OTU_1592	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Pseudomonadales_1	Pseudomonadaceae_1	Pseudomonas_1			13_EST_B5	95.510
OTU_1593	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Akyh767_1				13_EST_B1	77.922
OTU_1594	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	Uncultured_78				0
OTU_1595	Bacteria_1	Bdellovibrionota_1	Bdellovibrionia_1	Bdellovibrionales_1	Bdellovibrionaceae_1	Om27_clade_1			12_200_B4	80.800
OTU_1596	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Burkholderiales_1	Nitrosomonadaceae_1	Mnd1_1			2_EST_B8	86.905
OTU_1597	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Streptosporangiales_1	Thermomonosporaceae_1	Actinomadura_1			16_40_B2	92.400
OTU_1598	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	Uncultured_78				0
OTU_1599	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Kineosporiales_1	Kineosporiaceae_1				16_40_B2	94.400
OTU_1600	Bacteria_1	Firmicutes_1	Clostridia_1	Peptostreptococcales-tissierellales_1	Sedimentibacteraceae_1	Sedimentibacter_1			4_20_B6	85.259
OTU_1601	Bacteria_1	Myxococcota_1	Polyangia_1	Mle1-27_1						0
OTU_1602	Bacteria_1	Chloroflexi_1	Olb14_1							0
OTU_1603	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Solibacterales_1	Solibacteraceae_1	Candidatus_solibacter_1			12_100_B4	80.237
OTU_1604	Bacteria_1	Gemmatimonadota_1	Bd2-11_terrestrial_group_1						15_INT_B3	81.928
OTU_1605	Bacteria_1	Gemmatimonadota_1	Bd2-11_terrestrial_group_1						5_T_B4	81.928
OTU_1606	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1	Ilumatobacteraceae_1	Uncultured_131			15_100_B4	85.542
OTU_1607	Bacteria_1	Myxococcota_1								0
OTU_1608	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1					0
OTU_1609	Bacteria_1	Firmicutes_1	Clostridia_1	Lachnospirales_1	Lachnospiraceae_1	Uncultured_3			8_EST_B3	80.876
OTU_1610	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Propionibacteriales_1	Nocardioidaceae_1	Nocardioides_1			5_200_B2	98.800
OTU_1611	Bacteria_1	Chloroflexi_1	Dehalococcoidia_1	S085_1						0
OTU_1612	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1				14_T_B4	78.099
OTU_1613	Bacteria_1	Latescibacterota_1							16_40_B2	80.321
OTU_1614	Bacteria_1	Desulfobacterota_1	Desulfuromonadia_1	Geobacterales_1	Geobacteraceae_1	Uncultured_55				0
OTU_1615	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Rhizobiales_1	Pleomorphomonadaceae_1	Chthonobacter_1			14_T_B4	94.400
OTU_1616	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Caldilineales_1	Caldilineaceae_1	Litorilinea_1			14_INT_B1	78.740
OTU_1617	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Elsterales_1	Uncultured_143				14_T_B4	87.600
OTU_1618	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Kiloniellales_1	Kiloniellaceae_1	Pelagibius_1			12_200_B4	86.853
OTU_1619	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1	Uncultured_83				0
OTU_1620	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101					12_200_B4	88.142
OTU_1621	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_1622	Bacteria_1	Chloroflexi_1	Chloroflexia_1	Chloroflexales_1	Roseiflexaceae_1	Uncultured_156				0
OTU_1623	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Gemmatales_1	Gemmataceae_1	Uncultured_104				0
OTU_1624	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1						16_40_B2	86.614
OTU_1625	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Polyangiaceae_1				8_40_B7	80.321
OTU_1626	Bacteria_1	Firmicutes_1	Clostridia_1	Lachnospirales_1	Uncultured_332	Uncultured_bacterium_3616			2_40_B7	83.665
OTU_1627	Bacteria_1	Bdellovibrionota_1	Oligoflexia_1	0319-6g20_1					8_EST_B3	82.143
OTU_1628	Bacteria_1	Entotheonellaeota_1	Entotheonellia_1	Entotheonellales_1	Entotheonellaceae_1	Candidatus_entotheonella_1			12_200_B4	79.447
OTU_1629	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_1630	Bacteria_1	Actinobacteriota_1	Actinobacteria_1						15_100_B4	86.800
OTU_1631	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	0319-7l14_1					15_100_B4	87.649
OTU_1632	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	uncultured_76			12_200_B4	78.862
OTU_1633	Bacteria_1	Acidobacteriota_1	Subgroup_11_1						8_40_B7	82.470
OTU_1634	Bacteria_1	Bacteroidota_1	Kapabacteria_1	Kapabacteriales_1						0
OTU_1635	Bacteria_1	Gemmatimonadota_1	S0134_terrestrial_group_1							0
OTU_1636	Bacteria_1	Gemmatimonadota_1	Gemmatimonadetes_1	Gemmatimonadales_1	Gemmatimonadaceae_1	Uncultured_76			13_40_B2	82.186
OTU_1637	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Ferruginibacter_1			13_EST_B1	82.927
OTU_1638	Bacteria_1	Firmicutes_1	Bacilli_1	Paenibacillales_1	Paenibacillaceae_1	Paenibacillus_1			4_200_B3	90.000
OTU_1639	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_1640	Bacteria_1	Planctomycetota_1	Pla3_lineage_1							0
OTU_1641	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Chitinophagales_1	Chitinophagaceae_1	Aurantisolimonas_1			13_EST_B1	83.265
OTU_1642	Bacteria_1	Gemmatimonadota_1	Longimicrobia_1	Longimicrobiales_1	Longimicrobiaceae_1	Yc-zss-lkj147_1			15_INT_B3	80.723
OTU_1643	Bacteria_1	Planctomycetota_1	OM190_1						4_200_B3	77.381
OTU_1644	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Bryobacterales_1	Bryobacteraceae_1	Bryobacter_1			12_100_B4	77.866
OTU_1645	Bacteria_1								17_INT_B2	81.452
OTU_1646	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_1647	Bacteria_1	Actinobacteriota_1	Mb-a2-108_1	Uncultured_bacterium_1178					15_100_B4	86.747
OTU_1648	Bacteria_1	Planctomycetota_1	Phycisphaerae_1	S-70_1						0
OTU_1649	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Isosphaerales_1	Isosphaeraceae_1					0
OTU_1650	Bacteria_1	Myxococcota_1	Polyangia_1	Polyangiales_1	Sandaracinaceae_1	Uncultured_77			17_INT_B2	78.279
OTU_1651	Bacteria_1	Rcp2-54_1	Hydrothermal_vent_metagenome_43						16_40_B2	84.462
OTU_1652	Bacteria_1	Actinobacteriota_1	Actinobacteria_1	Micromonosporales_1	Micromonosporaceae_1				7_100_B3	88.353
OTU_1653	Bacteria_1	Actinobacteriota_1	Acidimicrobiia_1	Microtrichales_1					15_100_B4	85.542
OTU_1654	Bacteria_1	Chloroflexi_1	Jg30-kf-cm66_1						17_INT_B2	80.080
OTU_1655	Bacteria_1	Acidobacteriota_1	Blastocatellia_1	Blastocatellales_1	Blastocatellaceae_1	Blastocatella_1			14_T_B4	79.134
OTU_1656	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Bryobacterales_1	Bryobacteraceae_1	Bryobacter_1			15_100_B4	79.365
OTU_1657	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Acidiferrobacterales_1	Acidiferrobacteraceae_1	Sulfurifustis_1			7_100_B9	91.463
OTU_1658	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Chthoniobacterales_1	Chthoniobacteraceae_1	Chthoniobacter_1			14_T_B4	80.000
OTU_1659	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Anaerolineales_1	Anaerolineaceae_1	Anaerolinea_1				0
OTU_1660	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Elsterales_1	Uncultured_143				12_200_B4	86.905
OTU_1661	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Planctomycetales_1	Rubinisphaeraceae_1	Sh-pl14_1				0
OTU_1662	Bacteria_1	Planctomycetota_1	Planctomycetes_1	Pirellulales_1	Pirellulaceae_1	Uncultured_12				0
OTU_1663	Bacteria_1	Myxococcota_1	Polyangia_1	Haliangiales_1	Haliangiaceae_1	Haliangium_1			13_EST_B5	84.615
OTU_1664	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1	A4b_1					0
OTU_1665	Bacteria_1	Acidobacteriota_1	Acidobacteriae_1	Solibacterales_1	Solibacteraceae_1	Candidatus_solibacter_1			12_100_B4	80.159
OTU_1666	Bacteria_1	Proteobacteria_1	Gammaproteobacteria_1	Steroidobacterales_1	Woeseiaceae_1	Woeseia_1			3_INT_B2	90.476
OTU_1667	Bacteria_1	Chloroflexi_1	Anaerolineae_1	Sbr1031_1						0
OTU_1668	Bacteria_1	Actinobacteriota_1	Thermoleophilia_1	Solirubrobacterales_1	67-14_1				5_T_B4	82.745
OTU_1669	Bacteria_1	Verrucomicrobiota_1	Verrucomicrobiae_1	Pedosphaerales_1	Pedosphaeraceae_1	Adurb.bin063-1_1				0
OTU_1670	Bacteria_1	Bacteroidota_1	Bacteroidia_1	Sphingobacteriales_1	Akyh767_1				13_EST_B1	82.773
OTU_1671	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Uncultured_101					14_T_B4	86.561
OTU_1672	Bacteria_1	Proteobacteria_1	Alphaproteobacteria_1	Caulobacterales_1	Caulobacteraceae_1	Phenylobacterium_1			12_200_B4	92.460
