#OTU ID	sample5	sample3	sample4	sample8	sample2	sample10	sample1	sample6	sample9	sample7
OTU_932	0	3	51	0	0	0	0	0	0	0
OTU_156	0	1	0	0	0	0	936	1	1	1
OTU_488	0	3	930	0	9	0	19	1	3	0
OTU_661	0	6	1	1	9981	5	1	0	4	0
OTU_166	0	3	0	0	0	3	0	0	1	1244
OTU_53	0	3	0	0	0	7	2036	2	0	0
OTU_278	0	6	65	0	0	0	0	0	0	0
OTU_597	0	8	0	0	0	0	0	0	0	0
OTU_931	0	1	0	0	0	0	0	0	2	0
OTU_1215	0	2	0	0	0	0	0	0	0	0
OTU_1283	0	4	1	0	0	0	0	0	0	0
OTU_80	0	1	0	0	1327	1	0	1	0	0
OTU_283	0	3	0	0	0	1	0	0	149	0
OTU_1052	0	1	2	3	13	0	15	4	3	2
OTU_118	0	1	0	0	594	1	0	0	0	0
OTU_88	0	2	2	0	2	2	3121	0	1	0
OTU_1184	0	1	0	0	1	0	0	0	0	1
OTU_1247	0	1	0	0	0	212	0	0	0	0
OTU_207	0	2	3	0	318	0	0	0	0	0
OTU_30	0	3	0	0	4634	4	1	0	0	0
OTU_794	0	1	352	0	0	0	0	0	0	0
OTU_380	0	1	0	1	0	1	0	0	112	0
OTU_752	0	2	3	0	0	0	0	0	0	0
OTU_407	0	1	0	0	0	38	0	0	0	0
OTU_259	0	1	0	278	0	0	0	0	1	0
OTU_410	0	4	1	0	1	3	2859	1	2	0
OTU_367	0	2	9	0	29	0	0	0	0	0
OTU_683	0	1	0	0	0	0	0	0	10	0
OTU_163	0	2	0	0	0	3	412	0	1	0
OTU_644	0	1	1	0	0	0	0	0	0	557
OTU_528	0	1	0	0	0	0	59	0	0	996
OTU_128	0	3	0	0	0	0	0	788	0	0
OTU_402	0	1	0	0	2	1	0	0	98	0
OTU_70	0	1	1	0	0	4	1596	0	2	0
OTU_898	0	1	1	0	1	0	11	0	0	0
OTU_95	0	1	0	0	916	0	0	0	1	0
OTU_90	0	1	0	0	1137	0	0	0	1	0
OTU_636	0	3	1	0	7	0	1	0	0	0
OTU_225	0	2	51	3	95	0	8	0	0	0
OTU_1177	0	1	0	0	0	0	97	1	0	2
OTU_349	0	3	1	0	69	1	11	0	0	1
OTU_151	0	1	0	0	446	0	0	0	0	0
OTU_71	0	2	0	0	1782	3	0	0	1	0
OTU_1371	0	2	0	0	0	0	0	0	0	0
OTU_15	0	2	2	0	1	5	7914	1	1	0
OTU_117	0	1	1	0	903	1	0	0	0	0
OTU_1320	0	2	0	0	0	0	0	0	0	0
OTU_21	0	3	0	0	1	13	8717	2	1	2
OTU_213	0	1	1	0	54	0	286	0	0	10
OTU_230	0	1	0	0	127	0	0	0	0	0
OTU_144	0	2	0	0	0	0	0	525	0	0
OTU_1128	0	1	1	2	0	1	0	0	0	0
OTU_762	0	1	0	5	0	0	0	0	0	2
OTU_490	0	1	0	0	0	0	0	32	0	0
OTU_110	0	1	0	0	783	1	0	0	0	0
OTU_1340	0	1	173	0	0	0	0	0	1	0
OTU_1367	0	3	0	0	0	0	0	0	0	0
OTU_1344	0	2	1	0	0	0	0	0	0	0
OTU_462	0	4	10	0	0	0	0	0	0	0
OTU_48	0	1	0	0	0	4	2707	0	2	0
OTU_1369	0	1	4	0	0	0	0	0	0	0
OTU_115	0	1	0	0	0	2	635	0	0	1
OTU_92	0	1	1	0	1078	0	0	0	0	0
OTU_97	0	2	0	0	949	1	0	0	1	0
OTU_516	0	2	1	0	0	1550	1	0	0	0
OTU_986	0	1	0	1	0	0	92	0	1	0
OTU_311	0	2	0	0	0	1	0	0	1	292
OTU_1099	0	1	6	0	6	0	5	0	0	0
OTU_49	0	1	0	0	2443	1	1	1	0	1
OTU_1291	0	2	0	0	0	0	0	0	0	0
OTU_322	0	1	0	0	0	1	431	0	0	0
OTU_1081	0	1	0	0	0	2	0	0	87	0
OTU_314	0	1	36	6	0	5	0	0	0	1
OTU_477	0	1	0	0	0	0	0	0	51	0
OTU_1387	0	3	0	1	0	4	91	0	1	0
OTU_354	0	1	0	42	0	0	0	0	0	0
OTU_649	0	1	0	0	0	0	420	0	0	0
OTU_632	0	1	0	0	1	973	0	1	0	0
OTU_183	0	1	0	0	251	0	0	0	0	0
OTU_1206	0	1	1	0	0	0	0	0	0	0
OTU_674	0	1	0	0	476	1	0	0	0	0
OTU_261	0	1	0	0	0	1	272	0	0	0
OTU_917	0	1	234	0	0	0	0	0	0	0
OTU_708	0	1	0	0	1	0	0	40	0	0
OTU_456	0	1	0	0	0	0	0	0	70	0
OTU_1116	0	1	0	0	1	0	0	120	0	0
OTU_756	0	1	5	7	4	0	3	0	0	1
OTU_1077	0	1	0	0	3	0	3	0	1	0
OTU_105	0	1	0	0	0	4	805	0	0	0
OTU_478	0	1	1	1	8	1	156	1	5	0
OTU_161	0	1	0	0	0	0	372	0	0	0
OTU_961	0	0	96	0	0	1	0	0	0	0
OTU_778	0	0	300	0	0	0	0	1	0	0
OTU_1138	0	0	153	0	0	0	0	0	0	0
OTU_1323	0	0	38	0	0	0	1	0	0	0
OTU_201	0	0	153	0	0	0	0	0	0	0
OTU_1088	0	0	230	0	0	4	0	0	1	0
OTU_770	0	0	154	0	0	0	0	0	0	0
OTU_654	0	0	10	0	0	0	4	0	0	0
OTU_512	0	0	13	0	0	0	5	0	0	0
OTU_275	0	0	54	0	19	0	1	0	0	0
OTU_256	0	0	101	0	1	0	1	0	0	0
OTU_1011	0	0	42	0	0	0	0	0	0	0
OTU_513	0	0	5	0	17	0	1	0	0	0
OTU_508	0	0	22	0	0	0	0	0	0	0
OTU_1302	0	0	92	0	0	0	0	0	0	0
OTU_951	0	0	53	21	0	4	1	41	0	4
OTU_1148	0	0	76	0	0	0	0	0	0	0
OTU_457	0	0	34	0	0	0	0	0	0	0
OTU_846	0	0	188	0	0	0	0	0	0	0
OTU_1075	0	0	161	0	0	0	0	0	1	0
OTU_1007	0	0	45	0	0	0	0	0	0	0
OTU_841	0	0	9	0	0	0	0	0	0	0
OTU_1006	0	0	8	1	0	47	0	0	0	0
OTU_308	0	0	109	0	5	1	3	0	1	0
OTU_869	0	0	3	0	21	0	0	0	0	0
OTU_472	0	0	18	0	0	1	0	0	0	0
OTU_784	0	0	1	0	0	0	245	0	0	0
OTU_377	0	0	42	0	0	1	0	0	0	0
OTU_771	0	0	3	0	3	0	3	0	0	0
OTU_1377	0	0	4	0	0	0	0	0	0	0
OTU_455	0	0	21	0	0	0	0	0	0	0
OTU_997	0	0	43	0	0	0	0	0	1	0
OTU_475	0	0	4	0	0	0	0	0	48	0
OTU_484	0	0	28	0	2188	3	0	0	0	0
OTU_228	0	0	44	0	42	0	30	0	2	0
OTU_401	0	0	31	0	0	0	0	0	0	0
OTU_1013	0	0	8	0	4	0	2	0	2	0
OTU_811	0	0	6	0	0	0	0	0	0	0
OTU_1098	0	0	84	0	0	0	0	0	0	0
OTU_847	0	0	25	0	1	0	0	0	0	0
OTU_818	0	0	3	3	206	1	0	0	2	0
OTU_450	0	0	19	0	4	1	3	1	0	1
OTU_605	0	0	15	0	0	0	0	0	0	0
OTU_127	0	0	1	0	1	1	1420	0	1	0
OTU_91	0	0	1	0	0	2	2552	0	0	2
OTU_912	0	0	5	0	5	0	0	0	2	0
OTU_655	0	0	6	0	1	0	3	0	0	0
OTU_940	0	0	3	0	0	0	111	0	0	0
OTU_564	0	0	23	0	0	0	0	0	0	0
OTU_874	0	0	3	0	0	0	0	0	0	0
OTU_569	0	0	11	0	0	0	0	0	0	0
OTU_596	0	0	5	0	0	0	8	1	0	0
OTU_194	0	0	7	1	112	0	90	3	0	2
OTU_735	0	0	3	0	0	0	0	0	4	0
OTU_524	0	0	6	0	0	0	20	0	1	0
OTU_1094	0	0	6	0	0	0	0	0	0	0
OTU_826	0	0	8	0	98	0	0	0	0	0
OTU_985	0	0	9	0	3	0	2	1	0	0
OTU_236	0	0	1	0	0	1	1273	0	0	0
OTU_1315	0	0	3	0	0	0	0	0	0	0
OTU_803	0	0	10	0	0	0	0	0	0	0
OTU_705	0	0	54	0	0	0	0	0	0	0
OTU_660	0	0	7	0	0	0	0	0	0	0
OTU_1155	0	0	5	0	2	0	0	0	0	0
OTU_639	0	0	7	0	0	0	0	0	0	0
OTU_767	0	0	3	1	2	1	18	1	1	0
OTU_880	0	0	9	0	0	0	0	0	0	0
OTU_487	0	0	4	4	0	0	19	0	0	0
OTU_1312	0	0	14	0	1	0	0	0	0	0
OTU_1146	0	0	2	0	0	0	0	0	0	0
OTU_364	0	0	26	0	11	2	1	0	0	0
OTU_760	0	0	5	0	1	0	0	0	0	0
OTU_1281	0	0	2	0	0	0	0	0	0	0
OTU_1223	0	0	1	0	1	0	0	0	0	0
OTU_521	0	0	13	0	0	0	0	0	1	0
OTU_709	0	0	5	0	0	0	0	0	0	0
OTU_461	0	0	1	0	18	0	17	1	0	0
OTU_745	0	0	8	7	1	0	6	1	0	0
OTU_554	0	0	3	0	11	0	0	0	0	0
OTU_947	0	0	4	0	0	0	0	0	0	0
OTU_924	0	0	3	0	0	0	0	0	0	0
OTU_69	0	0	1	1	1626	1	0	0	0	0
OTU_548	0	0	5	0	32	0	0	0	0	0
OTU_1351	0	0	4	0	3	0	1	0	0	0
OTU_1375	0	0	3	0	0	0	0	78	0	3
OTU_1353	0	0	2	0	0	0	0	0	0	0
OTU_351	0	0	1	0	0	1	632	0	0	0
OTU_138	0	0	1	0	515	0	0	0	0	0
OTU_643	0	0	2	0	0	779	0	0	0	0
OTU_1136	0	0	1	0	37	0	8	1	8	0
OTU_1275	0	0	1	0	0	0	5	0	0	0
OTU_599	0	0	2	0	8	0	109	1	1	0
OTU_1273	0	0	9	1	0	0	1	0	20	18
OTU_170	0	0	1	0	0	1	648	1	0	0
OTU_865	0	0	1	1	0	0	6	0	0	0
OTU_953	0	0	2	0	0	0	0	0	0	0
OTU_1380	0	0	4	0	0	0	0	0	0	0
OTU_703	0	0	2	0	0	0	5	0	0	0
OTU_444	0	0	1	0	0	0	0	156	0	0
OTU_421	0	0	3	3	9	1	174	0	19	1
OTU_301	0	0	1	0	63	0	0	0	0	1
OTU_823	0	0	1	0	2	0	88	0	1	0
OTU_389	0	0	1	0	0	0	41	0	0	0
OTU_626	0	0	1	0	0	2	1473	0	0	0
OTU_529	0	0	1	2	0	0	0	1	1818	0
OTU_1333	0	0	2	1	1	0	2	0	12	0
OTU_325	0	0	1	2	39	0	24	0	0	0
OTU_338	0	0	1	0	0	0	0	0	103	0
OTU_779	0	0	1	0	0	0	296	0	0	18
OTU_556	0	0	1	0	0	0	0	0	23	0
OTU_104	0	0	1	0	805	0	0	0	1	1
OTU_1024	0	0	0	6	1	0	4	1	75	5
OTU_1253	0	0	0	12	0	0	0	0	0	0
OTU_781	0	0	0	271	2	1	0	0	0	0
OTU_1232	0	0	0	42	0	0	2	14	0	18
OTU_1236	0	0	0	119	0	0	0	0	0	0
OTU_180	0	0	0	438	0	1	0	0	0	0
OTU_433	0	0	0	35	0	3	0	0	0	4
OTU_814	0	0	0	114	16	84	0	0	2	0
OTU_1338	0	0	0	109	0	0	0	16	0	4
OTU_964	0	0	0	114	0	42	0	0	0	0
OTU_1336	0	0	0	90	0	0	0	0	0	0
OTU_1021	0	0	0	122	0	0	0	1	0	21
OTU_206	0	0	0	264	0	1	0	0	0	0
OTU_358	0	0	0	85	0	0	0	0	0	0
OTU_948	0	0	0	54	0	0	0	0	0	0
OTU_1043	0	0	0	59	0	3	0	19	0	6
OTU_1330	0	0	0	71	0	0	0	0	0	0
OTU_992	0	0	0	55	0	30	0	2	0	0
OTU_449	0	0	0	38	0	0	0	0	0	0
OTU_1261	0	0	0	65	0	0	0	0	1	0
OTU_1010	0	0	0	78	0	0	0	0	0	0
OTU_1299	0	0	0	39	0	0	0	0	0	0
OTU_976	0	0	0	46	0	0	0	0	0	0
OTU_210	0	0	0	167	0	0	0	0	0	0
OTU_366	0	0	0	39	0	0	0	0	0	0
OTU_567	0	0	0	22	0	0	0	0	0	0
OTU_913	0	0	0	111	0	0	0	19	0	0
OTU_545	0	0	0	13	0	0	0	0	0	0
OTU_757	0	0	0	27	0	0	0	1	0	0
OTU_1074	0	0	0	13	1	0	0	1	0	94
OTU_1063	0	0	0	127	0	0	0	2	1	0
OTU_1069	0	0	0	20	0	134	0	0	0	1
OTU_936	0	0	0	140	0	0	0	0	0	0
OTU_280	0	0	0	109	0	0	0	0	0	0
OTU_1334	0	0	0	16	0	0	0	0	0	0
OTU_916	0	0	0	23	0	0	0	0	0	0
OTU_819	0	0	0	45	0	2	0	0	0	0
OTU_915	0	0	0	66	0	2	0	104	0	2
OTU_621	0	0	0	17	0	0	0	0	0	0
OTU_1059	0	0	0	61	0	0	0	0	0	0
OTU_1386	0	0	0	25	0	0	0	0	0	0
OTU_1304	0	0	0	34	4	7	45	13	1	15
OTU_1023	0	0	0	47	0	23	0	7	0	6
OTU_677	0	0	0	4	0	0	13	1	224	0
OTU_853	0	0	0	5	0	0	0	0	0	0
OTU_1060	0	0	0	41	0	0	0	0	0	0
OTU_534	0	0	0	8	0	4	0	0	0	0
OTU_1331	0	0	0	9	0	0	0	0	0	0
OTU_1270	0	0	0	12	0	0	20	0	0	2
OTU_1054	0	0	0	16	0	0	0	0	0	0
OTU_474	0	0	0	14	5	2	16	1	2	1
OTU_983	0	0	0	4	0	137	0	0	1	0
OTU_652	0	0	0	6	0	841	0	3	1	6
OTU_1095	0	0	0	1	0	149	0	0	0	0
OTU_1073	0	0	0	8	0	0	0	51	0	0
OTU_1187	0	0	0	3	0	0	0	0	100	0
OTU_1172	0	0	0	15	0	102	0	0	0	0
OTU_900	0	0	0	3	2	1	0	0	0	2
OTU_933	0	0	0	1	0	157	0	0	0	0
OTU_265	0	0	0	1	0	0	0	238	0	0
OTU_574	0	0	0	1	12	0	4	4	0	0
OTU_1337	0	0	0	14	0	10	0	0	0	0
OTU_1294	0	0	0	3	0	0	0	0	0	0
OTU_850	0	0	0	10	0	0	0	0	0	0
OTU_926	0	0	0	4	1	0	0	76	10	109
OTU_1183	0	0	0	3	0	19	0	0	0	0
OTU_1049	0	0	0	1	0	0	0	0	66	0
OTU_505	0	0	0	2	7	6	11	3	2	0
OTU_854	0	0	0	6	0	4	0	15	0	221
OTU_328	0	0	0	1	0	0	0	54	0	0
OTU_1258	0	0	0	2	0	51	0	0	0	0
OTU_689	0	0	0	2	68	0	14	0	0	1
OTU_1389	0	0	0	1	0	0	0	10	0	15
OTU_911	0	0	0	2	0	0	142	0	0	36
OTU_1216	0	0	0	1	75	0	2	0	0	5
OTU_857	0	0	0	1	0	0	0	0	0	34
OTU_1325	0	0	0	2	29	1	0	0	0	0
OTU_251	0	0	0	1	1	1	0	154	0	0
OTU_164	0	0	0	1	0	2	995	0	0	0
OTU_535	0	0	0	1	11	0	0	0	1	0
OTU_536	0	0	0	1	0	0	0	0	36	0
OTU_1308	0	0	0	3	7	0	0	0	0	0
OTU_812	0	0	0	1	3	0	5	0	0	0
OTU_712	0	0	0	6	0	571	0	0	1	0
OTU_1388	0	0	0	1	2	1	0	3	0	6
OTU_1163	0	0	0	1	0	58	0	5	0	32
OTU_1269	0	0	0	1	0	0	0	0	133	0
OTU_1076	0	0	0	1	0	0	0	0	28	0
OTU_905	0	0	0	1	8	0	1	0	10	0
OTU_815	0	0	0	1	0	0	0	144	0	0
OTU_262	0	0	0	1	0	0	87	0	0	0
OTU_112	0	0	0	1	0	1	976	0	1	0
OTU_140	0	0	0	0	510	0	0	0	0	0
OTU_1295	0	0	0	0	1109	1	0	0	1	0
OTU_132	0	0	0	0	736	0	0	0	0	0
OTU_84	0	0	0	0	1390	3	0	0	0	0
OTU_85	0	0	0	0	1456	0	1	0	0	0
OTU_145	0	0	0	0	407	0	0	0	0	0
OTU_99	0	0	0	0	892	0	1	0	0	0
OTU_1280	0	0	0	0	105	0	0	0	1	0
OTU_266	0	0	0	0	96	0	0	0	0	0
OTU_120	0	0	0	0	719	0	0	0	0	0
OTU_131	0	0	0	0	568	1	0	0	0	0
OTU_466	0	0	0	0	1230	1	0	0	0	1
OTU_909	0	0	0	0	18	0	0	0	0	0
OTU_226	0	0	0	0	301	0	1	0	0	0
OTU_949	0	0	0	0	134	0	0	0	0	0
OTU_67	0	0	0	0	1937	1	0	1	1	0
OTU_158	0	0	0	0	394	0	0	0	1	0
OTU_665	0	0	0	0	825	0	0	0	1	0
OTU_56	0	0	0	0	2164	3	0	0	1	0
OTU_664	0	0	0	0	799	3	0	0	0	0
OTU_167	0	0	0	0	314	0	0	0	0	0
OTU_595	0	0	0	0	57	0	28	1	0	25
OTU_1041	0	0	0	0	546	3	0	0	0	0
OTU_634	0	0	0	0	532	0	0	1	0	0
OTU_93	0	0	0	0	1805	1	0	0	1	0
OTU_103	0	0	0	0	791	3	0	0	0	0
OTU_94	0	0	0	0	1076	3	0	0	1	0
OTU_1097	0	0	0	0	45	0	0	0	0	0
OTU_1120	0	0	0	0	78	0	0	0	0	0
OTU_359	0	0	0	0	40	0	0	0	0	0
OTU_1020	0	0	0	0	152	0	16	0	23	0
OTU_147	0	0	0	0	509	1	0	0	2	0
OTU_838	0	0	0	0	290	1	0	0	0	0
OTU_921	0	0	0	0	30	0	0	0	0	0
OTU_174	0	0	0	0	350	0	0	1	0	0
OTU_963	0	0	0	0	454	1	0	0	0	0
OTU_1284	0	0	0	0	61	0	7	0	0	0
OTU_795	0	0	0	0	110	0	0	0	6	0
OTU_188	0	0	0	0	252	0	0	0	0	0
OTU_952	0	0	0	0	319	0	0	0	0	0
OTU_130	0	0	0	0	444	0	0	0	0	0
OTU_159	0	0	0	0	358	0	0	0	0	0
OTU_1239	0	0	0	0	9	0	1	0	24	1
OTU_208	0	0	0	0	279	0	0	0	0	0
OTU_1025	0	0	0	0	76	0	0	0	0	0
OTU_1309	0	0	0	0	1	1	0	0	0	0
OTU_312	0	0	0	0	55	0	0	0	0	0
OTU_530	0	0	0	0	28	0	0	0	0	0
OTU_577	0	0	0	0	697	0	0	0	0	0
OTU_289	0	0	0	0	65	0	0	0	0	0
OTU_923	0	0	0	0	25	0	0	0	0	0
OTU_967	0	0	0	0	63	0	0	0	0	0
OTU_1303	0	0	0	0	3	0	0	0	0	0
OTU_305	0	0	0	0	68	1	0	0	0	0
OTU_295	0	0	0	0	83	0	0	0	0	0
OTU_573	0	0	0	0	10	0	0	0	0	0
OTU_246	0	0	0	0	101	0	0	0	0	0
OTU_717	0	0	0	0	156	0	0	0	0	0
OTU_344	0	0	0	0	47	0	0	0	0	0
OTU_394	0	0	0	0	28	0	0	0	0	0
OTU_897	0	0	0	0	220	0	0	0	0	0
OTU_1212	0	0	0	0	14	6	0	0	1	0
OTU_1278	0	0	0	0	57	1	0	0	0	0
OTU_288	0	0	0	0	64	0	0	0	0	0
OTU_998	0	0	0	0	207	3	0	0	0	0
OTU_1192	0	0	0	0	55	0	9	0	0	0
OTU_333	0	0	0	0	62	0	0	0	0	0
OTU_420	0	0	0	0	130	0	0	0	0	0
OTU_398	0	0	0	0	31	0	0	0	0	0
OTU_427	0	0	0	0	27	0	1	0	0	0
OTU_843	0	0	0	0	5	0	0	0	0	0
OTU_600	0	0	0	0	8	0	295	15	340	0
OTU_1241	0	0	0	0	9	0	0	0	0	0
OTU_381	0	0	0	0	44	0	0	0	0	0
OTU_292	0	0	0	0	73	0	4	0	0	0
OTU_378	0	0	0	0	27	0	0	0	0	0
OTU_711	0	0	0	0	18	0	0	0	0	0
OTU_802	0	0	0	0	11	0	118	0	0	0
OTU_942	0	0	0	0	3	0	0	0	0	0
OTU_1040	0	0	0	0	19	0	0	0	0	0
OTU_1102	0	0	0	0	8	0	0	0	0	0
OTU_750	0	0	0	0	7	0	0	0	0	0
OTU_437	0	0	0	0	22	0	0	0	0	0
OTU_1287	0	0	0	0	13	0	0	0	0	0
OTU_452	0	0	0	0	16	1	3	0	0	0
OTU_1233	0	0	0	0	18	0	0	1	0	8
OTU_590	0	0	0	0	30	0	0	0	0	0
OTU_546	0	0	0	0	22	0	5	0	0	0
OTU_561	0	0	0	0	15	0	1	0	0	0
OTU_356	0	0	0	0	38	0	2	0	0	0
OTU_669	0	0	0	0	22	0	0	0	0	0
OTU_1318	0	0	0	0	64	0	8	0	0	0
OTU_1277	0	0	0	0	4	0	0	0	0	0
OTU_523	0	0	0	0	16	0	0	0	0	0
OTU_1127	0	0	0	0	17	0	0	0	0	0
OTU_866	0	0	0	0	8	0	0	0	0	1
OTU_1286	0	0	0	0	2	0	0	0	0	0
OTU_641	0	0	0	0	11	0	0	0	0	0
OTU_1352	0	0	0	0	5	0	0	0	0	6
OTU_541	0	0	0	0	30	2	0	5	0	1263
OTU_1085	0	0	0	0	73	0	0	0	0	0
OTU_594	0	0	0	0	7	2	0	0	0	0
OTU_613	0	0	0	0	10	0	0	0	0	0
OTU_348	0	0	0	0	42	0	0	0	0	0
OTU_1327	0	0	0	0	2	0	0	0	0	0
OTU_801	0	0	0	0	12	0	0	0	0	0
OTU_889	0	0	0	0	5	0	0	0	0	0
OTU_744	0	0	0	0	79	0	0	0	0	0
OTU_714	0	0	0	0	8	0	1	0	0	0
OTU_1067	0	0	0	0	2	0	0	0	165	0
OTU_1224	0	0	0	0	37	0	0	24	0	0
OTU_566	0	0	0	0	9	0	0	0	0	0
OTU_1321	0	0	0	0	2	0	0	0	0	0
OTU_1343	0	0	0	0	7	0	50	0	0	0
OTU_930	0	0	0	0	18	0	0	0	0	0
OTU_1129	0	0	0	0	8	0	2	0	0	0
OTU_816	0	0	0	0	14	0	0	0	0	0
OTU_747	0	0	0	0	5	0	0	0	0	0
OTU_331	0	0	0	0	39	0	0	0	0	0
OTU_645	0	0	0	0	7	40	475	0	15	0
OTU_633	0	0	0	0	8	0	0	0	0	0
OTU_176	0	0	0	0	1	0	0	897	0	0
OTU_1285	0	0	0	0	11	0	0	0	0	0
OTU_1009	0	0	0	0	5	0	0	0	0	32
OTU_343	0	0	0	0	2	0	0	1	0	251
OTU_1276	0	0	0	0	4	0	0	0	0	0
OTU_622	0	0	0	0	7	0	0	0	0	0
OTU_1096	0	0	0	0	34	0	0	0	0	0
OTU_647	0	0	0	0	11	0	0	0	0	0
OTU_593	0	0	0	0	7	0	3	0	0	0
OTU_1314	0	0	0	0	4	0	0	0	0	0
OTU_1087	0	0	0	0	4	0	0	0	0	0
OTU_1078	0	0	0	0	4	0	0	0	0	0
OTU_993	0	0	0	0	2	0	0	0	0	0
OTU_833	0	0	0	0	5	0	0	0	0	0
OTU_799	0	0	0	0	3	0	0	0	0	0
OTU_1181	0	0	0	0	2	0	0	0	0	0
OTU_109	0	0	0	0	1	2	973	0	0	0
OTU_618	0	0	0	0	5	0	7	0	2	0
OTU_560	0	0	0	0	15	0	0	0	0	0
OTU_1376	0	0	0	0	3	0	4	0	0	0
OTU_939	0	0	0	0	12	0	0	0	0	0
OTU_543	0	0	0	0	11	3	2	0	0	0
OTU_759	0	0	0	0	11	0	0	0	0	0
OTU_553	0	0	0	0	17	0	0	0	0	0
OTU_559	0	0	0	0	10	0	0	0	0	0
OTU_533	0	0	0	0	5	0	11	0	0	0
OTU_1271	0	0	0	0	3	0	0	0	0	0
OTU_55	0	0	0	0	1	2	2386	0	1	1
OTU_588	0	0	0	0	16	0	0	0	0	0
OTU_804	0	0	0	0	4	0	0	0	0	0
OTU_640	0	0	0	0	5	0	1	0	1	0
OTU_648	0	0	0	0	9	0	0	0	0	0
OTU_515	0	0	0	0	11	0	0	0	0	0
OTU_1188	0	0	0	0	4	0	0	0	0	0
OTU_832	0	0	0	0	3	0	0	0	0	0
OTU_894	0	0	0	0	2	0	0	0	6	0
OTU_966	0	0	0	0	3	0	0	0	0	0
OTU_87	0	0	0	0	1	2	1308	0	0	0
OTU_879	0	0	0	0	1	0	0	47	0	268
OTU_1154	0	0	0	0	1	0	104	0	0	0
OTU_1218	0	0	0	0	2	0	0	0	0	0
OTU_1139	0	0	0	0	4	0	54	0	0	0
OTU_1264	0	0	0	0	2	0	0	0	0	0
OTU_796	0	0	0	0	5	0	0	0	0	0
OTU_1227	0	0	0	0	2	0	0	0	0	0
OTU_173	0	0	0	0	1	0	0	347	0	0
OTU_1114	0	0	0	0	6	0	0	0	0	0
OTU_1147	0	0	0	0	2	0	0	0	0	0
OTU_1106	0	0	0	0	3	0	0	0	0	0
OTU_1356	0	0	0	0	3	0	20	0	0	0
OTU_1031	0	0	0	0	2	0	68	5	0	0
OTU_575	0	0	0	0	3	0	5	0	6	0
OTU_1152	0	0	0	0	3	0	0	0	0	0
OTU_870	0	0	0	0	2	0	6	0	0	0
OTU_810	0	0	0	0	4	0	2	0	0	0
OTU_519	0	0	0	0	1	0	4	82	1	0
OTU_748	0	0	0	0	1	0	6	0	1	0
OTU_830	0	0	0	0	3	0	0	0	0	0
OTU_995	0	0	0	0	1	226	0	0	0	0
OTU_754	0	0	0	0	1	0	7	0	0	0
OTU_136	0	0	0	0	2	0	604	0	0	0
OTU_1272	0	0	0	0	1	0	0	0	0	1
OTU_813	0	0	0	0	0	253	0	0	0	0
OTU_1180	0	0	0	0	0	33	0	0	0	0
OTU_713	0	0	0	0	0	445	0	0	0	0
OTU_1200	0	0	0	0	0	19	0	0	0	0
OTU_1133	0	0	0	0	0	180	0	0	0	0
OTU_218	0	0	0	0	0	340	0	0	0	0
OTU_715	0	0	0	0	0	197	0	0	0	0
OTU_956	0	0	0	0	0	290	0	1	0	0
OTU_631	0	0	0	0	0	398	0	0	0	0
OTU_584	0	0	0	0	0	587	0	0	0	0
OTU_793	0	0	0	0	0	223	0	0	0	0
OTU_638	0	0	0	0	0	677	0	0	0	0
OTU_727	0	0	0	0	0	247	0	0	0	0
OTU_1089	0	0	0	0	0	48	0	0	0	0
OTU_623	0	0	0	0	0	706	0	0	0	0
OTU_1130	0	0	0	0	0	109	0	0	0	0
OTU_859	0	0	0	0	0	353	0	0	0	0
OTU_1230	0	0	0	0	0	66	0	0	0	0
OTU_1124	0	0	0	0	0	79	0	0	0	0
OTU_608	0	0	0	0	0	294	0	0	0	1
OTU_954	0	0	0	0	0	111	0	0	0	0
OTU_1008	0	0	0	0	0	46	0	0	0	0
OTU_890	0	0	0	0	0	64	0	0	0	0
OTU_732	0	0	0	0	0	353	0	0	0	0
OTU_1141	0	0	0	0	0	165	0	0	0	0
OTU_1255	0	0	0	0	0	32	0	0	0	0
OTU_1057	0	0	0	0	0	86	0	0	0	0
OTU_982	0	0	0	0	0	99	0	0	0	0
OTU_1234	0	0	0	0	0	76	0	0	0	0
OTU_1086	0	0	0	0	0	177	0	0	0	0
OTU_1203	0	0	0	0	0	46	0	0	0	0
OTU_1055	0	0	0	0	0	72	0	0	0	0
OTU_589	0	0	0	0	0	5	1272	0	0	0
OTU_1217	0	0	0	0	0	102	0	0	0	0
OTU_1174	0	0	0	0	0	103	0	1	0	0
OTU_1214	0	0	0	0	0	43	0	0	0	0
OTU_1003	0	0	0	0	0	68	0	0	0	0
OTU_973	0	0	0	0	0	89	0	0	0	0
OTU_86	0	0	0	0	0	6	2031	2	0	0
OTU_1134	0	0	0	0	0	70	0	0	0	0
OTU_1107	0	0	0	0	0	35	0	0	0	0
OTU_422	0	0	0	0	0	1	72	0	0	0
OTU_845	0	0	0	0	0	15	0	0	0	0
OTU_460	0	0	0	0	0	1	80	0	0	0
OTU_844	0	0	0	0	0	5	0	0	0	0
OTU_1245	0	0	0	0	0	3	0	0	1	0
OTU_628	0	0	0	0	0	1	27	0	0	0
OTU_999	0	0	0	0	0	1	0	6	0	213
OTU_1229	0	0	0	0	0	4	0	0	0	0
OTU_1305	0	0	0	0	0	11	0	0	0	0
OTU_361	0	0	0	0	0	2	0	0	54	0
